," ""CCCMA """"CGCM3"""" a"""," ""CCCMA """"CGCM3"""" b"""," ""GFDL """"CM2"""" a"""," ""GFDL """"CM2"""" b"""," ""GISS """"AOM"""" a"""," ""GISS """"AOM"""" b"""," ""historico mas futuro"""," ""MPI """"ECHAM5"""" a"""," ""MPI """"ECHAM5"""" b"""," ""MRI """"CGCM2.3.2."""" a"""," ""MRI """"CGCM2.3.2."""" b"""," ""NIES """"MIRO3.2."""" a"""," ""NIES """"MIRO3.2."""" b"""," ""UKMO """"HADCM3"""" a"""," ""UKMO """"HADCM3"""" b"""
Nov-45,3.84688,3.2884,2.30534,3.47577,3.9312,5.54009,0.00138221,4.27028,3.64358,5.3053,3.49252,3.42327,5.43123,3.99732,5.09503
Dec-45,3.89035,2.6721,1.90418,4.84558,3.46486,5.79312,0.00130903,2.41991,2.92552,4.51399,2.16172,2.40813,4.16834,2.71465,4.40704
Jan-46,2.45756,1.93534,1.22373,3.48846,2.8529,3.40245,0.00128088,1.6074,2.31842,2.86978,1.52598,1.63526,2.6343,1.74862,2.68174
Feb-46,1.81985,1.37668,0.988285,2.31102,1.83821,2.35084,0.00138833,1.23988,1.61936,1.97958,1.20451,1.26105,2.15704,1.33502,1.91721
Mar-46,1.1583,0.954455,0.684918,1.45682,1.23832,1.51415,0.00122851,0.902012,1.0677,1.32878,0.836517,0.847911,1.35897,0.954716,1.25682
Apr-46,1.28717,0.877932,0.569768,1.19382,1.02728,1.16657,0.00124461,0.749582,1.03268,1.21667,1.35842,0.829423,1.11422,0.793866,1.10193
May-46,1.42053,0.995738,0.613343,1.03016,1.44083,1.74813,0.001182,0.79411,0.967584,2.12712,3.1877,1.61201,1.11848,0.831576,1.22173
Jun-46,1.31958,0.944147,1.13876,1.56204,1.33146,1.85579,0.00119937,0.934708,1.02188,1.87651,3.2782,2.15449,2.08516,1.08977,1.39614
Jul-46,1.97129,1.76086,0.816864,1.44866,1.82604,2.22422,0.00114001,2.04721,0.99635,2.67112,3.18954,2.1066,2.12774,0.908203,1.80158
Aug-46,1.46524,1.45961,0.906668,1.38363,1.90248,1.87782,0.00111972,2.04885,1.13495,2.34091,3.06423,2.13467,2.29546,1.05362,1.63331
Sep-46,1.4754,1.61623,1.11371,1.29237,1.86254,1.74171,0.00113631,2.33121,1.14574,2.32507,2.4753,2.14619,2.75711,1.10885,1.96685
Oct-46,2.17033,1.8732,1.2577,1.67668,2.72809,2.40539,0.0010794,2.5323,1.50258,2.78114,4.34252,2.93129,3.55061,1.66376,2.35662
Nov-46,4.02832,2.91688,2.04648,2.98225,4.50879,4.82087,0.00109407,4.83912,2.54709,4.6943,7.81626,4.21286,4.72624,3.47765,3.92784
Dec-46,3.07252,2.31069,1.58169,2.03676,3.4602,3.55894,0.00103815,4.89442,2.32804,3.60091,6.30304,3.00716,4.13847,2.40323,3.06308
Jan-47,1.92871,1.64798,1.28967,1.48318,2.23639,2.51692,0.00101783,3.27053,1.73533,2.51027,4.69339,1.97692,2.80873,1.57344,1.94001
Feb-47,1.42024,1.23259,1.09499,1.13737,1.62845,1.8624,0.00110531,2.19907,1.32896,1.75998,3.02383,1.70145,1.93271,1.20182,1.46533
Mar-47,1.1014,0.827459,0.741561,0.812033,1.05903,1.19482,0.000979829,1.39654,0.896993,1.23025,1.80573,1.13289,1.23144,0.925613,0.968774
Apr-47,0.902696,0.680502,0.702512,0.680735,0.879613,1.0226,0.000994338,1.21579,1.20528,1.1567,1.619,0.992981,1.16247,0.741779,0.905573
May-47,1.62872,0.818607,1.89191,1.02479,1.69742,1.8088,0.000945775,2.57802,1.32946,1.59368,1.40841,1.20533,1.82483,0.785909,1.20031
Jun-47,2.99642,1.74551,3.8571,1.4518,1.52866,1.78027,0.000961062,2.49804,2.11967,2.27362,1.80444,1.108,2.16968,1.40701,1.09531
Jul-47,2.33608,2.37252,2.62685,1.38329,1.3719,2.247,0.000914784,2.17794,2.11422,2.94497,1.56569,1.16814,2.55914,1.37494,1.67934
Aug-47,1.79425,1.48751,3.02175,1.21514,1.48479,1.94281,0.00089977,2.13108,3.11382,2.31192,1.23922,1.25179,2.47535,1.75867,1.24664
Sep-47,1.83754,1.6474,2.36686,1.13529,1.79473,1.90156,0.000914411,1.77639,3.20529,2.09966,1.31937,1.23975,2.49076,1.83239,1.22101
Oct-47,2.48822,2.63234,2.48934,1.43997,2.50612,1.96717,0.000869938,2.59436,4.23174,3.03068,1.97902,1.56383,2.73228,2.66538,2.26447
Nov-47,4.13713,4.16149,3.48776,1.47578,4.65755,4.47721,0.000883216,3.45788,7.83515,4.99671,3.7183,2.49458,4.07074,3.8711,3.17705
Dec-47,3.54209,4.20942,2.77843,1.32084,4.21803,4.63543,0.000839514,3.12551,6.32168,4.67946,2.68304,2.41754,3.72763,3.27259,3.34209
Jan-48,2.41515,3.15826,2.22323,0.974411,3.01594,3.02801,0.000824517,2.32447,3.62742,3.55892,1.78473,1.78007,2.26832,2.52841,2.58753
Feb-48,1.72955,2.11371,1.5453,0.793243,2.09125,2.10256,0.00089689,1.61242,2.75929,2.37749,1.41562,1.27188,1.62698,1.76664,1.76504
Mar-48,1.1139,1.40098,1.01229,0.745386,1.33231,1.34438,0.000796338,1.11136,2.04977,1.50853,1.03495,0.888878,1.07927,1.45067,1.25048
Apr-48,1.31091,1.04001,1.00708,0.852985,1.04006,1.04502,0.00080934,0.913236,1.50021,1.33427,1.05805,0.754751,0.840538,1.18633,0.974418
May-48,1.77263,1.05853,0.967515,2.07022,1.01518,2.30915,0.000770865,1.22495,1.57634,2.66843,2.21311,0.832147,0.739338,1.20461,1.07606
Jun-48,1.67167,0.887472,0.832095,1.65631,1.72,2.36979,0.000784329,0.975258,1.58921,4.23081,1.63303,1.21085,0.952351,1.21109,0.863131
Jul-48,1.58119,1.7469,1.88501,1.78712,2.55714,2.54545,0.000747497,0.846026,1.89023,4.72516,1.67985,1.79988,3.18172,1.155,1.23196
Aug-48,1.35481,1.26739,1.45144,1.79852,1.98637,2.02668,0.000736152,0.931675,1.63614,3.55224,1.54695,1.68493,2.11169,2.088,1.12513
Sep-48,1.32785,1.60572,1.5125,1.50813,2.24247,1.94433,0.000749087,0.972171,1.75873,2.9198,1.54679,1.80736,1.98522,1.71172,1.40509
Oct-48,2.24278,2.36968,2.03121,1.5516,2.63622,3.11083,0.000713622,1.38573,1.86503,2.93258,1.86383,2.83286,2.55662,2.69411,2.17988
Nov-48,3.55009,4.15213,2.73186,2.38543,3.916,5.3796,0.000725575,2.71667,3.23401,6.07361,3.38456,4.19203,3.91556,4.47003,3.23475
Dec-48,2.23104,2.62523,2.64677,1.62778,3.33858,3.86669,0.000690727,2.55324,2.20704,5.15247,2.7558,2.92774,2.89534,3.58724,3.02609
Jan-49,1.53121,1.7967,1.61884,1.21286,2.37304,2.50426,0.00067944,1.87248,1.53583,3.58997,2.14835,1.98942,1.776,2.42581,2.5043
Feb-49,1.19208,1.37063,1.28028,0.976568,1.72389,1.81041,0.000740183,1.36856,1.17985,2.36659,1.52093,1.55423,1.33781,1.7236,1.70092
Mar-49,1.16185,0.981033,0.896041,0.840447,1.17025,1.18495,0.000658129,1.00342,0.851862,1.62864,1.14694,1.07294,0.943024,1.11271,1.14017
Apr-49,0.848142,1.46903,0.964794,0.71949,0.993338,1.17867,0.000669764,0.912714,0.749999,1.4171,0.955402,0.878669,0.938113,0.89997,0.938787
May-49,1.05457,1.28992,2.8956,0.738534,0.970993,1.30516,0.000638699,1.51088,0.901192,1.38231,0.898507,0.950038,0.957513,1.79177,1.71359
Jun-49,1.0187,2.51136,1.72724,0.968978,1.10635,1.68746,0.000650599,2.25737,1.19386,1.98408,1.78922,0.894951,1.63733,1.31484,1.45432
Jul-49,1.017,2.4416,1.83879,1.20917,1.25848,2.82363,0.00062074,2.48989,1.84155,2.45619,1.52022,1.65826,2.54607,1.88309,1.57708
Aug-49,1.16181,2.66527,1.89442,1.1197,1.55431,2.06078,0.000612005,2.08137,1.90543,1.95712,1.28163,1.55386,2.15028,1.36138,1.51589
Sep-49,1.24473,2.26165,1.70227,1.34256,1.63361,1.77179,0.00062347,2.16238,2.31187,2.04052,1.34407,1.60607,2.40862,1.376,1.45616
Oct-49,2.02246,2.64449,2.36476,1.6002,3.05875,2.42318,0.00059467,2.79416,2.36999,3.13338,2.08221,2.14737,3.52614,2.04274,1.73388
Nov-49,2.40313,3.16886,3.98382,3.33993,4.49713,4.64802,0.000605418,4.36584,3.11364,5.1666,4.15702,2.75666,4.49127,3.45904,4.18964
Dec-49,2.00046,2.83339,2.81864,2.67909,5.38225,3.55883,0.000577123,3.27225,2.82169,3.92277,3.17433,1.87883,3.07124,2.47575,2.99231
Jan-50,1.39474,2.67008,1.94436,2.09558,3.12241,2.55358,0.000568471,2.05691,2.29251,2.66077,2.18528,1.4551,2.27657,1.78819,2.04608
Feb-50,1.07514,1.82369,1.73205,1.53461,2.1776,1.81893,0.000620115,1.56924,1.94782,1.91176,1.61115,1.10316,1.8262,1.3956,1.48989
Mar-50,0.767286,1.26401,1.3666,0.999066,1.57508,1.28567,0.000552062,1.1381,1.29622,1.2182,1.09247,0.993753,1.51437,0.988805,0.992219
Apr-50,0.756941,1.19971,1.16516,0.909356,1.1601,1.72155,0.000562484,1.58226,1.54202,0.984145,0.900316,0.830358,1.09893,0.825493,0.895084
May-50,2.05752,1.32931,1.57367,0.915015,2.05642,1.9528,0.000536977,1.92273,1.64274,1.32025,0.97733,1.50239,2.64697,0.862551,0.77541
Jun-50,2.26248,1.76538,2.47096,1.12397,2.54446,2.67284,0.00054754,1.4223,1.55311,2.72821,0.90944,1.44637,2.30874,1.53339,0.976358
Jul-50,2.08855,1.74457,2.08881,1.38934,1.95661,2.59459,0.000522934,1.58454,1.61734,4.42508,1.58468,1.50033,1.97645,1.62973,1.00207
Aug-50,1.96765,1.96207,1.71889,1.31324,2.14696,1.79328,0.000516093,1.27334,1.38791,3.53807,1.20391,1.43119,2.34337,1.75298,0.99793
Sep-50,1.52635,2.32027,1.65474,1.47145,1.86657,1.91836,0.000526297,1.43982,1.50478,3.60156,1.35405,1.4988,2.83119,1.60367,1.22512
Oct-50,1.95542,2.64653,1.68267,2.17636,1.94071,2.21936,0.000502529,1.76214,1.64927,4.03884,1.71053,1.63547,3.38432,2.43841,2.06072
Nov-50,3.04798,4.53241,1.80675,3.32915,2.86163,3.46293,0.000512203,2.78932,2.37496,7.12006,3.35522,2.44828,4.37209,4.54375,3.04438
Dec-50,2.13542,3.55531,1.78795,2.45393,2.33663,4.04875,0.00048885,1.66494,2.3531,5.0134,2.73376,1.58176,4.20766,3.38908,3.48791
Jan-51,1.43058,2.54583,1.27511,1.89368,1.77489,3.12178,0.000482107,1.15539,1.97639,3.72991,1.97236,1.177,2.5876,2.27244,2.46199
Feb-51,1.15301,1.86134,1.00652,1.38807,1.35623,2.045,0.000526522,0.94442,1.44506,2.92875,1.48829,1.11814,1.81571,1.62188,1.68369
Mar-51,0.779613,1.22273,0.726454,0.989447,0.925342,1.7303,0.000469261,0.673997,1.15768,1.82646,0.983566,0.799579,1.313,1.0517,1.09081
Apr-51,1.02684,0.992321,0.768947,1.00376,1.28838,1.40314,0.000478621,0.617155,0.868527,1.32392,0.93439,0.81756,1.04008,0.877148,0.918601
May-51,2.76103,1.73878,2.22692,1.31273,1.74061,1.73154,0.00045736,0.83429,0.794457,1.47867,1.01034,2.22972,1.10016,2.32899,1.83454
Jun-51,2.26095,1.5549,2.0364,1.28402,1.79595,1.43225,0.000466782,1.04145,0.720886,1.39255,1.41308,2.33901,1.45101,2.19482,1.69807
Jul-51,2.04345,1.26487,2.45246,2.10636,1.96872,1.62619,0.000446205,1.08596,0.696413,1.94997,3.32852,2.58608,1.80159,2.51951,1.54892
Aug-51,2.21988,1.06088,1.84962,2.1273,1.73508,1.39598,0.000440763,1.25932,0.910807,1.66615,3.59899,2.22021,2.01173,2.79845,1.42618
Sep-51,1.6527,1.12747,1.71178,2.19488,1.74527,1.83526,0.000449889,1.22173,0.874928,1.87278,3.37705,1.97659,2.14932,2.6633,1.78999
Oct-51,2.07207,1.90131,1.72639,3.06452,2.31859,2.36307,0.000429983,1.81057,1.01394,2.42876,3.9358,2.0801,3.34599,2.7978,3.0491
Nov-51,3.11345,3.46667,1.92657,4.91584,4.24208,3.75659,0.000438711,2.57867,1.44548,3.96326,8.53906,2.8686,4.68403,6.24616,4.09222
Dec-51,2.71856,3.80446,1.49799,3.63794,3.17268,2.85423,0.000419154,2.31099,1.21524,2.91978,6.45675,2.62694,3.97835,3.96818,3.52697
Jan-52,1.83386,2.55524,1.12572,2.89712,2.28916,1.96976,0.000413816,1.64968,0.878467,1.96284,4.26788,1.57537,2.46229,2.78401,2.6812
Feb-52,1.3866,1.85394,1.13909,2.14274,1.66911,1.49086,0.000452408,1.22908,0.721169,1.45438,2.78007,1.26493,1.75815,1.95339,1.89871
Mar-52,0.916444,1.19451,0.861473,1.31074,1.34195,0.993827,0.000403605,0.999872,0.644607,1.02171,1.73686,0.853748,1.1459,1.24217,1.21123
Apr-52,0.751311,1.05356,0.715305,1.20553,1.30064,1.24435,0.000412039,0.837229,0.535189,0.955779,1.56535,0.732506,0.940722,0.953961,1.42137
May-52,1.69753,0.946065,0.678387,1.43032,1.35856,2.54184,0.000394074,0.928491,0.561666,2.04181,1.81605,0.726271,0.946092,0.882622,1.26456
Jun-52,2.22286,1.45251,0.63273,1.24299,1.93986,2.32467,0.000402522,1.27248,0.756905,1.50674,1.56474,1.28093,0.812767,0.746989,1.62395
Jul-52,2.63879,1.55384,0.625525,1.09984,2.68583,2.6025,0.000385087,1.77015,1.02595,2.09211,1.83821,1.49972,0.84493,1.64275,1.69771
Aug-52,1.77559,1.74375,0.779517,0.95588,2.54442,2.66535,0.000380697,1.56954,0.988007,1.88521,1.74113,1.74004,0.951094,1.10921,1.66539
Sep-52,2.09812,1.6672,0.834091,0.986007,2.25958,1.98857,0.000388897,1.73645,0.95446,1.81268,1.80706,1.64724,0.90607,1.27083,2.01332
Oct-52,2.65543,2.55421,1.21362,1.16549,2.64035,2.11515,0.000372009,2.10934,1.19191,2.15627,2.51923,2.45323,1.38888,2.03131,2.41757
Nov-52,2.75719,4.39547,1.94865,1.55997,4.39596,2.7943,0.000379904,3.32637,2.0516,3.7197,3.87195,3.43438,3.16481,4.7414,3.88354
Dec-52,2.06582,3.06777,1.80075,1.18031,3.68681,2.67504,0.00036331,2.49987,1.59736,3.81242,2.93413,3.70851,2.60726,2.91474,3.06939
Jan-53,1.39414,2.13608,1.559,0.897714,2.46503,1.81831,0.000359024,1.868,1.31914,2.4708,2.03109,2.53042,1.86722,2.16827,2.44044
Feb-53,1.26702,1.57873,1.26888,0.738095,1.77619,1.36039,0.000392865,1.35873,1.00149,1.75273,1.54415,1.70075,1.41078,1.64304,1.69353
Mar-53,0.890329,1.06542,0.903487,0.536183,1.20574,0.904196,0.00035079,1.05937,0.685618,1.12301,1.01632,1.10863,0.95033,1.11098,1.10993
Apr-53,0.860282,0.887701,0.785287,0.581179,1.87428,0.742866,0.000358417,0.805349,0.670931,1.27514,1.32533,1.09366,0.75525,0.869118,0.895371
May-53,1.1516,0.961958,0.68577,0.90319,3.12059,0.877704,0.000343054,0.8133,1.97191,3.13476,1.58368,1.28825,1.96266,1.79749,0.933887
Jun-53,2.70116,0.821117,0.965106,2.0605,2.45227,1.03196,0.000350665,0.771905,2.34447,2.74099,2.87737,1.57199,1.6262,1.97413,0.9992
Jul-53,3.35722,0.975931,1.00851,1.97402,2.34873,2.71539,0.000335719,0.818557,3.7627,3.48858,5.73413,1.75198,1.36318,2.13109,1.08459
Aug-53,2.57995,0.854882,1.19181,2.29983,2.0919,2.18823,0.000332131,0.943397,2.97326,4.63362,3.23753,1.64937,1.36982,1.88493,1.22097
Sep-53,2.4896,1.09416,1.13496,1.96243,1.88293,1.94627,0.000339534,1.02079,3.03328,3.64514,2.72208,1.72311,1.18074,1.65979,1.46671
Oct-53,3.0595,1.9581,1.3798,2.30351,2.12778,2.48688,0.000325037,1.45943,4.55251,3.81642,3.05978,2.04311,1.29499,2.27331,1.75499
Nov-53,4.29866,3.02606,1.94614,5.06268,2.9011,3.95096,0.000332203,2.2312,7.61514,6.75461,5.26731,2.82654,1.595,4.00828,2.69861
Dec-53,3.88493,2.19942,2.35544,6.99647,2.33666,3.32577,0.000317957,1.82982,5.63403,4.87319,4.70428,1.99808,1.21169,2.9854,2.89239
Jan-54,2.75458,1.60162,1.77219,4.3671,1.61146,2.78888,0.000314468,1.27115,3.32228,3.3238,3.37618,1.38224,1.01344,2.0166,1.86043
Feb-54,1.96526,1.26159,1.24328,2.60282,1.23577,2.00254,0.000344388,1.0093,2.26705,2.29843,2.21897,1.09723,1.06994,1.51373,1.4142
Mar-54,1.21731,1.11586,0.886571,1.80029,0.842142,1.31936,0.000307743,0.819461,1.43019,1.44562,1.39988,0.752335,0.976421,1.09792,0.943292
Apr-54,1.28774,1.1671,0.828678,1.29871,0.7055,1.01036,0.000314666,0.663507,1.08392,1.35735,1.25956,0.787201,1.06305,0.846227,0.886098
May-54,1.10276,1.64108,0.776202,1.3031,0.718472,1.9538,0.000301385,1.96655,1.35325,2.16943,2.00937,0.851981,2.06513,1.13194,1.26488
Jun-54,1.02641,2.11562,0.742964,1.60193,1.38528,2.2634,0.000308275,2.1724,1.48133,2.71492,1.80514,1.05696,2.60705,1.07466,1.36749
Jul-54,0.991817,2.66077,0.754751,1.74322,2.60115,2.01579,0.000295327,2.20793,1.43943,3.37306,2.14385,1.09214,4.21196,1.11455,1.32986
Aug-54,1.08389,1.83777,0.692696,1.31485,2.87393,1.95548,0.00029236,1.91225,1.35614,2.20258,2.11439,1.04371,3.29445,1.17238,1.55835
Sep-54,1.66057,1.79091,0.85875,1.18308,2.73084,1.77247,0.000299072,1.7073,1.47937,1.9667,1.85102,1.51534,3.06518,1.54139,1.4346
Oct-54,2.28027,1.96792,1.32528,1.31098,3.04759,2.57281,0.000286498,1.72338,1.55194,2.51594,2.46212,1.97945,3.61949,2.14635,1.81857
Nov-54,4.49858,2.7908,2.5141,1.70569,4.19909,4.20737,0.000293025,2.16104,2.08891,3.70873,4.49309,3.36442,5.10299,3.28386,4.58658
Dec-54,3.20785,2.21793,2.19951,1.44284,2.74316,2.78711,0.000280664,1.65555,1.85853,2.88401,3.36413,2.78588,3.62329,2.34984,4.32686
Jan-55,2.06745,1.74948,1.51317,0.998312,1.88848,1.92484,0.00027779,1.38841,1.38054,1.96221,2.41523,1.78955,2.28192,1.65991,2.45636
Feb-55,1.58194,1.31762,1.14288,1.04008,1.4175,1.45532,0.000304438,1.06616,1.04885,1.48379,1.77058,1.40127,1.65344,1.3048,1.79398
Mar-55,1.08844,1.04076,0.83906,0.920642,1.05303,1.05397,0.000272231,0.782115,0.717579,0.975936,1.14576,0.963697,1.09214,0.973433,1.46138
Apr-55,0.889545,0.966409,1.01603,0.735163,0.99628,1.13864,0.000278537,0.83046,0.584998,0.787375,0.911042,0.764098,1.35806,1.34411,1.53251
May-55,0.747097,1.49165,1.12859,0.916587,1.04291,1.52842,0.000266945,0.800475,1.23884,1.28679,1.27041,1.14444,2.52603,1.56009,2.34009
Jun-55,1.0717,2.23838,1.45689,1.25406,2.07377,2.05464,0.000273209,1.29842,1.99355,1.3683,1.39584,1.55218,2.45002,1.87633,2.58993
Jul-55,2.10958,1.89902,1.13405,1.44815,3.97085,2.74708,0.000261886,1.23467,1.53548,2.78935,2.00566,2.62778,2.33885,1.9813,2.88727
Aug-55,1.49796,1.74186,0.962505,1.71692,2.46949,2.07773,0.000259408,1.50085,1.36175,2.31496,2.69689,2.24562,1.84655,1.83961,2.61319
Sep-55,1.49754,1.675,1.02754,1.81541,2.58126,1.71607,0.000265519,1.27728,1.43733,1.98528,2.23977,2.03578,1.73222,1.75783,2.4535
Oct-55,2.22342,2.37125,1.27045,2.31532,3.19679,2.20614,0.000254511,1.93914,1.75546,3.21587,2.27696,2.18081,2.11213,1.88075,3.25995
Nov-55,3.56875,4.84928,1.61117,3.86966,4.61105,3.264,0.000260474,3.08435,2.27693,5.05769,2.79526,2.69052,3.82136,2.80088,5.13303
Dec-55,2.64742,3.06613,1.33977,2.7332,3.44588,2.90777,0.000249649,2.63602,1.82008,3.67655,2.19469,2.07426,2.67855,1.78223,4.72215
Jan-56,1.77418,1.96164,1.07192,1.86086,2.11773,2.49499,0.000247254,1.88733,1.29179,2.70438,1.58081,1.41071,2.1764,1.25111,3.30839
Feb-56,1.35287,1.49779,0.868756,1.51442,1.5645,1.81615,0.000271145,1.36182,1.09768,1.95759,1.2843,1.41495,1.58438,0.98652,2.26063
Mar-56,0.971734,1.04969,0.612344,0.971385,1.02217,1.273,0.000242608,0.910897,0.724375,1.54161,0.861447,1.08775,1.07062,0.700424,1.4883
Apr-56,0.764538,0.987111,0.514317,0.801773,0.834306,1.37361,0.000248373,0.847962,0.72858,1.41502,0.706677,1.09954,0.893811,0.744501,1.20775
May-56,0.810692,2.36236,0.995158,1.54452,1.2478,1.46898,0.000238169,2.16151,0.893088,1.59532,0.883437,1.17222,1.31236,0.850144,1.22698
Jun-56,1.42091,3.69083,1.22785,1.66392,1.54324,1.91429,0.000243887,1.83935,0.970093,1.40963,0.912657,1.11645,1.5692,1.17351,1.16986
Jul-56,1.63884,4.15548,2.41316,3.28991,2.10389,1.92983,0.000233902,1.59501,2.81543,1.17556,0.901562,1.53498,1.83958,1.56699,1.89023
Aug-56,1.79054,3.23892,2.98781,4.63535,1.7977,1.68873,0.00023181,1.45643,2.93254,1.25715,0.782366,2.05121,1.52771,1.42984,1.45265
Sep-56,1.65741,2.95899,2.07188,3.2622,1.78689,1.87726,0.000237397,1.66117,2.50489,1.44615,0.881552,2.14573,1.77499,1.47798,1.79176
Oct-56,2.05238,3.06261,2.4338,3.34969,2.50326,2.53528,0.000227679,2.12457,3.02636,2.22026,1.11366,2.45169,1.99821,1.97306,2.31751
Nov-56,2.6578,3.27918,3.64549,5.06674,5.17086,4.85266,0.000233145,3.8194,4.54232,4.14821,1.95735,3.63033,2.23835,3.44207,3.47103
Dec-56,1.74112,3.15651,2.97526,5.03687,5.36203,3.74557,0.000223585,3.50156,3.85799,3.28075,1.45816,2.68705,1.7332,3.60793,2.93797
Jan-57,1.25859,2.20077,1.90504,4.41438,4.50987,2.69593,0.000221568,2.55971,2.76545,2.16666,1.07971,1.82412,1.21456,2.49707,1.97802
Feb-57,1.02146,1.56969,1.44412,2.84304,2.97106,1.93527,0.000243115,1.74165,1.91017,1.63391,0.862165,1.35902,1.25951,1.70093,1.61949
Mar-57,0.786796,1.04337,0.993171,1.72622,1.76224,1.40648,0.000217646,1.19519,1.24358,1.06188,0.614528,0.899419,0.900087,1.18325,1.0464
Apr-57,0.755301,0.876698,0.81937,1.4204,1.39295,1.04839,0.000222934,1.2527,1.08263,0.934922,0.575217,1.15935,0.9713,1.38847,2.24702
May-57,0.885445,0.863434,0.869584,2.08268,1.36033,1.82888,0.000213882,1.15048,1.11508,1.34021,0.838134,2.07099,1.378,1.47232,2.0746
Jun-57,0.949673,0.965849,0.842671,1.69894,1.98408,1.66869,0.000219123,1.28229,1.40728,1.70131,0.859322,1.59526,1.7924,1.69145,1.78904
Jul-57,1.07301,1.63191,1.31933,1.60613,2.21487,1.68973,0.000210252,1.89258,1.76538,3.57119,1.41089,1.65232,3.16865,1.64005,1.91763
Aug-57,1.00022,1.29479,1.41397,1.50164,2.33697,1.34001,0.00020847,1.82655,1.83292,2.51255,1.16827,1.38297,2.62628,1.84253,1.49809
Sep-57,1.69969,1.42243,1.27487,1.502,2.34108,1.47668,0.000213596,1.78427,1.60233,2.19975,1.29364,1.49057,2.50871,1.49127,1.81087
Oct-57,2.37633,1.99826,1.8101,1.96385,3.40734,1.93804,0.000204952,2.16621,2.00889,3.13024,1.94144,1.8255,2.93789,1.5332,1.7583
Nov-57,3.87255,3.52759,3.47145,3.14068,6.02419,3.21862,0.000209979,2.99273,3.7258,5.67665,3.25774,2.63301,4.01029,1.93202,2.2157
Dec-57,2.7941,3.15307,2.54183,2.08947,4.10741,2.22403,0.000201472,2.00549,2.38406,4.44155,2.67743,1.77835,3.20504,1.45644,1.53471
Jan-58,1.85106,2.19699,1.84982,1.42007,2.52862,1.63375,0.000199758,1.38667,1.62441,2.57764,1.99022,1.3127,1.92702,1.08754,1.10636
Feb-58,1.4154,1.62965,1.38361,1.11867,2.20398,1.28077,0.000219293,1.08668,1.27133,1.84949,1.43788,1.04478,1.46219,0.974328,0.8855
Mar-58,1.04635,1.06507,0.919551,0.780187,1.40466,0.945108,0.000196415,0.746969,0.917448,1.21371,1.168,0.765214,0.966466,0.676659,0.657841
Apr-58,0.816972,0.900878,1.03765,0.633131,1.57077,0.969918,0.000201283,0.685108,0.742118,1.41304,1.05183,0.901792,0.832131,0.739067,0.613925
May-58,0.844103,0.955986,0.954948,0.865938,2.16346,1.04056,0.000193196,0.864994,1.22253,1.56429,1.892,1.09641,1.70113,1.82855,0.816978
Jun-58,1.74715,1.6121,1.44722,1.07207,2.1742,1.77189,0.000198016,0.756973,2.35835,1.6984,2.92697,0.971952,2.31107,2.11264,0.83299
Jul-58,1.99963,2.20168,1.51556,1.92025,2.02797,2.60209,0.000190081,1.22318,2.04376,2.14135,3.87311,1.71449,2.61509,1.79603,0.965352
Aug-58,1.88219,1.58523,1.69803,1.426,1.78911,2.03828,0.000188551,1.8214,2.03281,4.55007,3.23609,1.68129,2.05564,1.72805,2.58597
Sep-58,2.18186,1.84207,1.32322,1.4244,1.47966,1.95616,0.00019327,1.75937,1.91267,2.85355,2.96501,1.70179,2.26226,1.82123,2.55459
Oct-58,2.75656,2.00339,1.47202,1.69792,2.11681,2.13777,0.000185531,2.01188,2.51118,3.60286,3.95958,2.13746,2.95805,1.83524,3.02097
Nov-58,3.39545,3.16665,2.02979,3.38959,3.07302,5.19389,0.000190167,2.6691,3.83648,4.82294,5.8659,3.4356,4.2699,2.69146,4.20327
Dec-58,4.21067,2.73036,1.75637,3.65278,3.14743,4.76359,0.000182547,2.22965,2.62986,4.50818,4.57283,2.096,3.41647,2.47446,3.81064
Jan-59,2.96582,1.93269,1.21282,2.53557,2.27391,3.71528,0.000181077,1.45869,1.69962,3.73632,2.93258,1.4176,2.16672,1.84429,2.47333
Feb-59,2.04545,1.40788,1.00184,1.74681,1.73492,2.4436,0.000198875,1.27217,1.45943,2.35133,1.972,1.11243,1.57063,1.31415,1.77429
Mar-59,1.28706,0.987531,0.742375,1.22691,1.1423,1.77233,0.000178205,0.862074,0.992064,1.54787,1.30705,0.77179,1.04772,0.899847,1.1754
Apr-59,1.09113,1.0742,0.607936,1.15258,0.957563,1.45502,0.000182698,0.839145,0.805633,1.38664,1.27833,0.735611,0.863831,0.796625,0.930589
May-59,2.19856,2.74487,0.526769,1.1247,1.17992,2.55796,0.000175429,1.23057,0.930504,1.70366,4.00409,0.879923,1.44434,0.774855,1.66936
Jun-59,2.12379,2.25207,0.478384,1.11184,2.00104,2.19223,0.000179877,1.48979,1.2433,1.72055,3.15903,1.05552,1.90716,0.854921,2.5991
Jul-59,2.77869,1.83296,0.89069,2.97653,2.0067,3.65067,0.000172736,1.7904,2.31368,1.4806,2.5737,1.58901,3.12182,0.846797,3.12818
Aug-59,1.98253,1.75346,0.772434,2.11912,1.83685,2.71802,0.000171412,1.49888,1.85067,1.25828,1.95015,2.31876,2.74017,0.86551,2.12876
Sep-59,2.59562,2.1165,0.831528,2.55195,2.07233,2.23013,0.000175771,1.82507,2.07314,1.84756,1.91511,1.88748,2.83607,1.47991,2.06453
