Date,CCCMA1,CCCMA2,GFDL1,GFDL2,GISS1,GISS2,HIST,MPI1,MPI2,MRI1,MRI2,NIES1,NIES2,UKMO1,UKMO2
2029-10-01,25.7453,45.9448,25.0108,20.1885,32.316,45.7548,27.8235,50.013,18.0982,25.1836,49.6984,30.0475,42.3738,42.9939,40.7254
2029-11-01,17.432,39.233,21.3071,18.0547,30.0395,35.5501,20.0516,33.2873,14.2522,17.928,36.994,21.2443,32.0538,28.5489,31.6926
2029-12-01,20.4835,31.0741,15.3553,20.625,19.4769,23.0482,14.1456,32.1353,10.4101,14.2017,24.3262,16.1023,28.3351,20.3616,20.5393
2030-01-01,12.5104,18.5147,11.558,12.778,18.9967,16.4797,11.009,19.6806,8.70878,10.9787,17.6328,12.424,16.9408,14.8255,15.3253
2030-02-01,11.3509,15.5708,10.2694,11.2835,14.8412,15.7691,10.0435,16.479,9.7006,10.2654,14.9801,11.0768,14.2667,13.9728,14.4836
2030-03-01,8.662,11.2085,9.66944,9.13341,13.1186,11.2561,9.16326,12.6526,6.85142,7.43482,12.7345,9.21227,10.3171,10.7519,10.5082
2030-04-01,8.30481,16.7276,8.48319,31.2039,14.0522,10.935,8.62889,22.8746,30.1901,10.1256,9.84019,8.46605,12.7035,10.0226,14.3314
2030-05-01,11.5982,14.9814,9.52474,37.8359,18.5652,24.5146,15.5702,22.7228,34.2926,21.0224,9.71691,18.4158,19.0558,19.8914,28.358
2030-06-01,30.8855,16.4277,21.8882,27.6762,19.5965,39.5712,23.8629,37.7524,62.5933,31.2729,46.3072,23.5557,32.9624,19.084,36.7063
2030-07-01,66.3993,28.1827,28.1866,32.8448,42.7025,31.0453,32.5955,45.7211,48.6377,33.3203,37.7103,31.2958,65.0604,44.3574,42.7761
2030-08-01,50.6795,50.8886,28.0936,39.9834,47.2773,65.5979,31.1964,37.4838,64.0053,29.7004,63.9176,31.6272,49.0124,65.8237,38.0766
2030-09-01,40.7141,43.5694,34.7104,61.0912,43.8336,47.4728,34.6299,44.5471,56.7252,28.489,55.9281,44.4419,50.9819,42.5513,37.8857
2030-10-01,43.0193,38.5214,31.5274,53.5433,31.0624,43.0107,28.3917,34.4728,42.4673,34.3675,47.6523,36.9014,39.3207,37.743,38.8652
2030-11-01,40.1043,30.8378,22.6513,56.0194,22.5474,32.9252,20.4692,24.3826,31.6014,36.5762,34.8757,34.2121,35.6647,29.3177,27.1704
2030-12-01,23.7011,30.6905,15.5847,31.502,21.2413,24.2958,15.7622,20.1339,19.7834,37.5568,24.326,23.9889,21.8485,18.9961,18.7941
2031-01-01,16.3039,17.5012,12.315,20.8818,13.7586,16.5625,11.4999,14.1169,14.7491,20.0544,17.0461,16.6285,16.1852,14.5108,14.1686
2031-02-01,16.2518,14.8226,10.9691,17.3184,12.0656,15.0991,10.6025,12.4238,13.1948,17.2986,14.653,15.0568,13.6409,12.6496,12.5436
2031-03-01,10.8437,11.354,8.77863,12.4111,9.11798,11.3217,8.41689,9.0334,9.94563,16.4825,10.684,13.5792,9.92556,9.33832,9.41007
2031-04-01,16.966,13.605,8.81454,22.9433,8.76688,10.255,8.40435,10.545,9.09745,13.1954,10.4377,15.5907,12.5815,14.6793,9.48608
2031-05-01,23.2694,21.9721,24.0096,21.4194,10.8879,14.1915,8.57596,31.8819,21.9241,38.6501,20.246,13.4973,50.4838,16.7848,17.9882
2031-06-01,26.4268,31.7988,29.9354,19.6877,18.7284,35.9728,11.535,35.7972,44.8118,38.8832,21.7307,20.4197,37.7334,26.4453,22.4067
2031-07-01,56.515,32.5143,26.1839,16.6173,35.8688,53.4348,21.0382,61.5865,63.3461,47.7898,55.2054,22.4468,50.5214,47.6605,37.4095
2031-08-01,55.1027,44.55,24.9838,24.4773,30.8843,71.8685,39.3645,48.061,54.8944,47.6729,50.8414,42.1661,42.5453,41.2949,32.482
2031-09-01,49.5807,36.2113,23.6514,24.2047,68.9147,58.3455,40.3801,58.1636,60.5096,50.4867,52.3024,42.1392,44.9165,42.6527,42.3053
2031-10-01,32.5966,30.572,18.796,26.2795,50.0973,48.2021,36.5876,54.6201,64.3805,39.7827,57.2037,34.856,32.5104,32.5171,33.0168
2031-11-01,24.8637,23.529,13.8438,21.7517,33.9983,38.857,26.8047,35.593,47.3705,29.4343,47.188,25.2934,22.4659,25.818,35.6195
2031-12-01,28.6748,28.9195,10.6914,14.3976,32.7948,27.8536,17.8143,30.8169,26.8915,18.4791,44.6173,21.2931,15.9126,17.4906,31.1224
