, "CCCMA ""CGCM3"" a", "CCCMA ""CGCM3"" b", "GFDL ""CM2"" a", "GFDL ""CM2"" b", "GISS ""AOM"" a", "GISS ""AOM"" b", "historico mas futuro", "MPI ""ECHAM5"" a", "MPI ""ECHAM5"" b", "MRI ""CGCM2.3.2."" a", "MRI ""CGCM2.3.2."" b", "NIES ""MIRO3.2."" a", "NIES ""MIRO3.2."" b", "UKMO ""HADCM3"" a", "UKMO ""HADCM3"" b"
"Jan 2025", 12.3976, 18.4813, 15.346, 15.371, 20.1214, 13.2158, 9.22393, 26.8364, 15.638, 7.77632, 19.588, 10.9673, 19.8182, 11.6697, 19.2561
"Feb 2025", 9.22741, 12.3608, 10.1376, 10.4386, 12.836, 9.81447, 6.67416, 15.7599, 10.2525, 6.11268, 13.5061, 7.45466, 13.2009, 9.00661, 12.1666
"Mar 2025", 8.01906, 8.20966, 6.62445, 8.17339, 8.69353, 6.47342, 4.69354, 12.4399, 6.80528, 4.5803, 8.94266, 5.24344, 8.50373, 6.41017, 8.9025
"Apr 2025", 6.11916, 6.3788, 5.35944, 7.01315, 8.43041, 5.86683, 5.71574, 8.65086, 11.0653, 4.37199, 6.75612, 12.7829, 10.5602, 5.31881, 8.28887
"May 2025", 21.0697, 8.07494, 6.75538, 15.1087, 21.014, 16.4671, 6.37675, 10.0227, 7.89493, 6.81772, 9.41022, 11.9543, 11.286, 11.4717, 13.8643
"Jun 2025", 11.9649, 14.9414, 5.45829, 11.3511, 21.3168, 7.12244, 10.5083, 7.10495, 6.30524, 11.3277, 9.72501, 13.5419, 12.6363, 8.99848, 21.2012
"Jul 2025", 9.17189, 10.4376, 6.01828, 17.4232, 15.4371, 7.60783, 4.64303, 7.7352, 6.61309, 6.72159, 15.1996, 15.9357, 11.649, 15.7253, 8.51801
"Aug 2025", 6.14263, 8.12454, 4.35789, 7.89443, 9.8011, 4.84287, 4.92564, 11.8653, 7.06403, 6.60508, 6.68342, 6.99048, 6.70341, 5.23277, 6.7794
"Sep 2025", 7.39902, 5.8789, 4.52291, 7.32689, 9.85751, 8.67909, 4.80691, 5.27838, 5.01394, 8.06763, 8.54434, 6.21685, 6.0361, 9.45749, 6.9465
"Oct 2025", 7.31474, 7.11061, 5.09529, 6.46051, 10.5944, 7.1306, 4.90574, 6.39366, 7.41475, 5.85155, 14.5723, 8.26796, 9.10802, 10.9272, 8.06647
"Nov 2025", 18.1616, 16.0532, 13.6024, 21.7654, 20.6974, 17.4192, 12.5909, 15.604, 13.5333, 19.0427, 22.6587, 24.7132, 16.6719, 23.1187, 27.5894
"Dec 2025", 19.2507, 17.1191, 9.10304, 17.7036, 20.8139, 14.8116, 11.9908, 12.9755, 16.0425, 18.0908, 23.3713, 22.8916, 12.5389, 24.1565, 17.9514
"Jan 2026", 18.7422, 13.5446, 9.10932, 19.3488, 23.3469, 17.2778, 11.4833, 11.1407, 11.498, 16.8114, 23.4436, 18.3863, 11.8567, 24.1357, 17.8702
"Feb 2026", 11.938, 11.2771, 6.49043, 12.502, 15.1302, 10.7291, 8.92456, 7.68833, 8.3316, 11.0977, 15.453, 11.2586, 8.09018, 15.1675, 10.8589
"Mar 2026", 7.43584, 7.96472, 4.84439, 8.31917, 10.9653, 7.59631, 7.79285, 5.68439, 5.7778, 7.99442, 10.7008, 8.74885, 5.86651, 9.3383, 8.77284
"Apr 2026", 6.75897, 5.91774, 4.24621, 7.21747, 9.1916, 9.38527, 7.32053, 4.63656, 5.45152, 11.1483, 8.38857, 8.57403, 7.55517, 9.32613, 10.1118
"May 2026", 8.35365, 22.2952, 17.1874, 18.116, 21.1745, 9.21334, 8.27446, 6.17919, 12.5442, 9.30128, 9.61862, 11.8392, 14.7469, 20.5323, 10.7622
"Jun 2026", 5.46738, 12.8865, 5.47592, 8.22716, 15.2229, 12.7278, 6.56117, 15.0295, 8.72473, 8.61604, 13.1202, 11.5934, 9.06124, 11.8053, 16.4253
"Jul 2026", 13.421, 23.7193, 17.3055, 14.3265, 14.0354, 10.3435, 6.54691, 11.5798, 8.04228, 13.0571, 11.3856, 10.0361, 12.4914, 15.2664, 23.3371
"Aug 2026", 4.52211, 9.01013, 7.85701, 7.98905, 7.315, 10.524, 4.19606, 5.46089, 6.99772, 8.83419, 7.97454, 7.84607, 5.92009, 12.3454, 12.2089
"Sep 2026", 8.51799, 8.02429, 6.8474, 6.88192, 7.85021, 9.90082, 7.39068, 5.07687, 6.66199, 5.72343, 7.37613, 5.18059, 8.66641, 8.66612, 12.1902
"Oct 2026", 9.03217, 7.61748, 8.27659, 7.04027, 8.74752, 8.60797, 5.69981, 7.81729, 7.82443, 5.93127, 9.72314, 7.42245, 8.57868, 8.22898, 11.3553
"Nov 2026", 18.2173, 17.9881, 22.8486, 22.4313, 22.0929, 23.0938, 11.9135, 24.6385, 20.3949, 16.604, 21.29, 22.6396, 18.0208, 24.0793, 31.4524
"Dec 2026", 15.3769, 20.8456, 20.4104, 18.3044, 18.5688, 29.1518, 10.8512, 16.9272, 14.8373, 15.7648, 19.8886, 18.1163, 15.3519, 28.5854, 27.6478
"Jan 2027", 11.6702, 16.1071, 17.3932, 18.3465, 14.8801, 24.6574, 7.90633, 14.157, 11.2664, 12.3471, 19.874, 12.6124, 12.1452, 17.5913, 27.8026
"Feb 2027", 8.21305, 10.876, 11.9861, 14.2933, 10.0703, 16.4886, 8.31692, 10.1797, 8.91162, 9.33068, 14.2285, 11.7836, 8.3151, 11.8574, 17.6815
"Mar 2027", 5.50463, 7.45601, 10.228, 10.4014, 6.71428, 10.0048, 7.80744, 7.05234, 6.48945, 6.51959, 9.84853, 6.76094, 6.22918, 7.84404, 11.6192
"Apr 2027", 7.31826, 7.44745, 10.6912, 8.36519, 6.72167, 8.45906, 11.4487, 7.62928, 6.05295, 5.29837, 7.55673, 9.03253, 4.71949, 11.4864, 8.65326
"May 2027", 6.68611, 6.95877, 10.9579, 15.1118, 24.9421, 17.6406, 9.50906, 16.0054, 11.6948, 7.46436, 20.4362, 7.69731, 15.7192, 14.1881, 9.10008
"Jun 2027", 8.8152, 7.79163, 11.5897, 11.4913, 13.8112, 15.3623, 14.7247, 19.7153, 20.4099, 9.28158, 9.21314, 5.78896, 8.88691, 12.6965, 17.641
