, "CCCMA ""CGCM3"" a", "CCCMA ""CGCM3"" b", "GFDL ""CM2"" a", "GFDL ""CM2"" b", "GISS ""AOM"" a", "GISS ""AOM"" b", "historico mas futuro", "MPI ""ECHAM5"" a", "MPI ""ECHAM5"" b", "MRI ""CGCM2.3.2."" a", "MRI ""CGCM2.3.2."" b", "NIES ""MIRO3.2."" a", "NIES ""MIRO3.2."" b", "UKMO ""HADCM3"" a", "UKMO ""HADCM3"" b"
"May 2025", 314.571, 115.594, 106.242, 220.551, 324.991, 240.598, 96.611, 172.864, 140.916, 99.9813, 134.102, 201.176, 160.209, 136.62, 240.724
"Jun 2025", 183.63, 211.589, 85.7485, 176.104, 437.539, 153.38, 156.707, 142.285, 119.392, 171.486, 142.45, 233.798, 216.194, 131.319, 361.408
"Jul 2025", 189.607, 199.65, 103.792, 358.285, 384.477, 155.069, 147.027, 147.635, 111.83, 131.924, 272.228, 310.8, 269.625, 278.74, 228.364
"Aug 2025", 172.03, 204.304, 94.1358, 218.031, 324.623, 136.24, 127.604, 222.529, 137.6, 155.091, 239.461, 219.496, 191.001, 181.048, 186.526
"Sep 2025", 171.973, 180.49, 112.462, 225.073, 258.177, 180.645, 139.425, 183.891, 126.511, 214.05, 225.223, 237.039, 167.65, 248.238, 174.412
"Oct 2025", 153.449, 166.238, 101.498, 195.059, 239.677, 180.35, 124.89, 158.107, 131.362, 177, 347.487, 223.91, 160.143, 265.215, 187.162
"Nov 2025", 268.676, 230.856, 223.7, 364.875, 293.299, 272.028, 241.268, 204.361, 203.88, 286.017, 377.879, 339.088, 188.968, 366.297, 409.09
"Dec 2025", 222.986, 220.254, 116.534, 221.953, 258.518, 187.408, 158.638, 121.158, 196.733, 228.709, 329.18, 270.856, 113.795, 311.744, 209.401
"Jan 2026", 160.711, 123.282, 82.2168, 179.88, 232.391, 153.164, 104.25, 80.7928, 100.275, 158.571, 254.277, 155.162, 81.7534, 228.109, 156.567
"Feb 2026", 94.4347, 98.9156, 134.342, 98.3447, 126.856, 87.2883, 66.9365, 104.421, 72.1789, 92.356, 138.041, 87.5984, 106.851, 118.484, 91.2795
"Mar 2026", 141.787, 136.65, 45.1783, 145.953, 116.075, 133.435, 99.8886, 90.6372, 102.811, 131.208, 113.139, 145.765, 88.5004, 85.1186, 146.758
"Apr 2026", 75.6338, 62.5991, 150.413, 72.7315, 122.241, 99.8788, 60.4669, 67.5363, 60.4747, 117.315, 113.17, 84.7245, 100.905, 171.342, 118.116
"May 2026", 125.242, 407.916, 271.133, 337.962, 338.004, 175.936, 126.234, 89.3202, 197.006, 139.913, 147.259, 205.964, 228.389, 308.048, 159.354
"Jun 2026", 80.2496, 246.806, 148.998, 136.126, 299.253, 203.537, 99.8456, 210.124, 147.354, 143.344, 201.86, 174.187, 159.779, 259.875, 296.813
"Jul 2026", 219.63, 490.6, 309.159, 230.068, 332.106, 228.358, 148.343, 264.733, 169.241, 223.489, 243.031, 208.185, 248.858, 319.092, 543.286
"Aug 2026", 109.803, 292.461, 241.52, 221.53, 253.006, 297.008, 108.568, 231.182, 171.368, 247.551, 237.065, 222.938, 194.677, 283.692, 349.9
"Sep 2026", 243.098, 231.824, 219.205, 237.141, 259.583, 314.088, 169.034, 233.771, 170.133, 201.277, 260.521, 184.277, 193.662, 239.905, 364.09
"Oct 2026", 180.099, 180.244, 219.342, 179.549, 210.534, 268.539, 133.613, 217.265, 172.738, 143.936, 235.775, 174.873, 186.743, 235.585, 364.991
"Nov 2026", 297.606, 224.169, 355.98, 377.871, 276.15, 403.218, 210.006, 334.635, 267.342, 213.412, 344.41, 303.232, 234.516, 385.817, 517.788
"Dec 2026", 170.455, 193.284, 225.059, 222.991, 184.684, 353.827, 130.73, 173.083, 142.415, 148.116, 260.159, 173.63, 146.269, 337.192, 363.809
"Jan 2027", 92.8092, 120.225, 139.409, 168.137, 121.486, 246.376, 70.0567, 115.566, 83.9534, 90.0855, 202.041, 95.0829, 91.5501, 146.756, 292.246
"Feb 2027", 68.3495, 84.1792, 91.2864, 116.519, 92.0534, 135.291, 136.579, 78.748, 119.301, 66.2991, 125.272, 97.3489, 68.0587, 99.6111, 163.931
"Mar 2027", 99.6024, 134.653, 144.228, 97.4998, 124.953, 95.0174, 69.0168, 121.661, 64.9798, 102.51, 102.819, 119.637, 107.148, 140.906, 124.782
"Apr 2027", 78.6021, 94.7914, 104.317, 161.647, 104.489, 159.043, 170.644, 74.8252, 81.6213, 48.0385, 103.115, 95.9914, 60.454, 141.778, 115.567
"May 2027", 113.128, 121.413, 204.009, 204.157, 442.25, 221.21, 127.158, 258.276, 156.244, 102.599, 364.514, 137.259, 231.533, 220.665, 129.135
"Jun 2027", 123.02, 106.298, 171.29, 207.407, 291.505, 302.795, 251.624, 331.018, 337.977, 157.756, 206.643, 84.1255, 172.998, 245.122, 254.507
"Jul 2027", 414.3, 217.627, 227.76, 220.145, 267.069, 310.063, 242.079, 382.948, 366.035, 169.909, 185.249, 204.751, 192.315, 297.21, 252.128
"Aug 2027", 280.788, 210.823, 245.858, 168.76, 211.167, 302.8, 268.301, 284.53, 270.001, 218.775, 208.793, 162.909, 176.775, 222.024, 263.883
"Sep 2027", 213.651, 147.44, 236.639, 160.006, 199.927, 237.834, 155.024, 260.035, 307.497, 223.722, 207.708, 143.978, 181.22, 187.047, 206.382
"Oct 2027", 206.791, 195.638, 177.557, 143.845, 156.266, 202.276, 82.5355, 325.007, 287.046, 208.117, 189.704, 149.725, 179.601, 184.726, 209.096
"Nov 2027", 309.295, 269.459, 234.641, 246.75, 181.449, 277.606, 171.786, 364.749, 385.529, 381.191, 196.875, 295.392, 345.36, 289.073, 325.171
"Dec 2027", 344.769, 168.375, 229.446, 147.09, 125.195, 194.263, 79.8833, 419.645, 327.371, 311.83, 218.013, 223.226, 201.081, 227.587, 191.96
"Jan 2028", 190.846, 97.5013, 224.08, 83.8439, 86.9236, 132.372, 238.12, 288.595, 213.957, 180.152, 121.024, 142.88, 144.872, 142.8, 151.079
"Feb 2028", 114.487, 80.5157, 114.083, 120.891, 129.231, 87.4228, 116.273, 153.035, 114.63, 96.1113, 89.3128, 81.4362, 87.9401, 92.6528, 95.6224
"Mar 2028", 106.613, 118.565, 76.2673, 85.1115, 105.723, 161.449, 105.282, 118.252, 90.3505, 133.754, 140.083, 127.64, 129.397, 137.477, 138.973
"Apr 2028", 94.3111, 60.8638, 139.042, 124.95, 116.287, 99.0233, 59.2466, 139.832, 140.517, 165.667, 74.254, 161.235, 58.4393, 122.04, 103.106
"May 2028", 269.412, 140.362, 74.5959, 93.6506, 104.439, 285.645, 169.356, 182.076, 98.1107, 428.037, 108.827, 225.982, 134.846, 216.642, 264.525
"Jun 2028", 228.209, 332.991, 150.318, 241.608, 151.399, 179.646, 175.718, 196.602, 203.18, 452.787, 308.925, 340.995, 231.65, 319.737, 269.063
"Jul 2028", 305.703, 249.282, 95.675, 169.526, 219.819, 282.527, 138.344, 345.457, 175.928, 465.528, 210.147, 369.166, 248.576, 319.676, 371.017
"Aug 2028", 199.538, 208.258, 163.068, 218.564, 284.404, 213.675, 134.057, 248.767, 148.958, 294.078, 172.518, 310.838, 270.254, 259.836, 355.545
"Sep 2028", 178.732, 156.052, 123.659, 199.675, 289.864, 188.464, 123.778, 295.156, 149.358, 314.028, 145.755, 310.092, 207.711, 256.332, 324.436
"Oct 2028", 158.888, 177.713, 124.196, 145.125, 232.701, 162.279, 102.769, 360.085, 168.424, 356.081, 159.711, 344.062, 235.017, 259.166, 369.827
"Nov 2028", 252.118, 300.34, 216.097, 233.304, 476.09, 318.911, 175.194, 496.057, 206.007, 507.68, 219.844, 495.11, 342.832, 402.197, 516.963
"Dec 2028", 137.699, 209.03, 129.418, 137.473, 333.456, 227.135, 222.812, 379.678, 130.945, 456.414, 169.878, 419.645, 247.573, 359.411, 343.953
"Jan 2029", 114.102, 150.088, 107.401, 116.909, 272.601, 160.827, 185.268, 302.416, 96.4478, 395.447, 114.664, 254.772, 140.808, 262.891, 239.919
"Feb 2029", 78.5763, 85.5155, 65.5963, 80.6068, 113.951, 103.641, 133.437, 146.969, 68.6787, 232.271, 89.4913, 152.815, 88.1014, 132.87, 143.617
