#,,Banda 1-FC,Banda 2-FC,Banda 3-FC,Banda 4-FC,Banda 5-FC,Banda 6-FC,Banda 7-FC,Banda 8-FC
#,Banda,3460.5,3150.5,2840.5,2530.5,2220.5,1910.5,1600.5,1290.5
#,Mes,T [ºC],T [ºC],T [ºC],T [ºC],T [ºC],T [ºC],T [ºC],T [ºC]
2029,1,9.070,9.981,10.893,11.805,12.717,13.629,14.540,15.452
2029,2,11.323,12.033,12.743,13.453,14.163,14.873,15.583,16.293
2029,3,9.233,9.942,10.651,11.360,12.069,12.778,13.487,14.196
2029,4,5.112,5.959,6.805,7.652,8.499,9.345,10.192,11.039
2029,5,-0.233,0.442,1.117,1.792,2.467,3.142,3.817,4.493
2029,6,-3.496,-2.441,-1.385,-0.330,0.725,1.781,2.836,3.892
2029,7,-4.276,-3.318,-2.360,-1.402,-0.443,0.515,1.473,2.431
2029,8,-6.124,-4.370,-2.615,-0.861,0.894,2.648,4.403,6.157
2029,9,-3.566,-1.870,-0.173,1.524,3.221,4.918,6.614,8.311
2029,10,0.878,2.056,3.235,4.414,5.593,6.772,7.951,9.130
2029,11,2.519,3.856,5.193,6.529,7.866,9.203,10.539,11.876
2029,12,6.836,7.839,8.842,9.846,10.849,11.852,12.856,13.859
2030,1,9.640,10.609,11.578,12.547,13.516,14.485,15.455,16.424
2030,2,11.492,12.212,12.933,13.653,14.374,15.095,15.815,16.536
2030,3,8.379,9.023,9.666,10.309,10.953,11.596,12.240,12.883
2030,4,5.361,6.249,7.137,8.025,8.913,9.801,10.688,11.576
2030,5,-0.392,0.744,1.880,3.016,4.152,5.288,6.424,7.560
2030,6,-5.292,-3.695,-2.097,-0.500,1.098,2.695,4.293,5.891
2030,7,-6.325,-4.908,-3.491,-2.073,-0.656,0.761,2.179,3.596
2030,8,-3.775,-2.694,-1.612,-0.531,0.551,1.633,2.714,3.796
2030,9,-3.044,-1.596,-0.147,1.301,2.749,4.197,5.645,7.093
2030,10,0.939,2.201,3.463,4.725,5.986,7.248,8.510,9.771
2030,11,2.711,4.149,5.587,7.025,8.463,9.901,11.340,12.778
2030,12,7.771,8.912,10.053,11.193,12.334,13.475,14.615,15.756
2031,1,8.839,9.728,10.616,11.505,12.393,13.282,14.171,15.059
2031,2,11.770,12.508,13.246,13.984,14.722,15.460,16.198,16.936
2031,3,8.118,8.741,9.365,9.988,10.611,11.235,11.858,12.482
2031,4,4.936,5.753,6.571,7.388,8.206,9.023,9.841,10.658
2031,5,-0.451,0.857,2.164,3.472,4.779,6.087,7.394,8.702
2031,6,-4.308,-3.008,-1.707,-0.407,0.894,2.194,3.495,4.795
2031,7,-9.732,-7.552,-5.371,-3.190,-1.009,1.171,3.352,5.533
2031,8,-5.302,-3.783,-2.264,-0.745,0.774,2.293,3.811,5.330
2031,9,-3.116,-1.633,-0.151,1.331,2.814,4.296,5.779,7.261
2031,10,1.071,2.510,3.949,5.388,6.826,8.265,9.704,11.143
2031,11,2.807,4.296,5.785,7.274,8.763,10.253,11.742,13.231
2031,12,7.567,8.678,9.788,10.899,12.010,13.120,14.231,15.342
2032,1,10.273,11.306,12.339,13.371,14.404,15.437,16.470,17.503
2032,2,12.009,12.762,13.515,14.268,15.021,15.774,16.527,17.280
2032,3,9.443,10.168,10.893,11.618,12.343,13.069,13.794,14.519
2032,4,4.818,5.616,6.413,7.211,8.009,8.807,9.605,10.403
2032,5,-0.383,0.728,1.839,2.951,4.062,5.173,6.284,7.395
2032,6,-4.253,-2.969,-1.685,-0.401,0.882,2.166,3.450,4.734
2032,7,-5.504,-4.271,-3.038,-1.804,-0.571,0.662,1.896,3.129
2032,8,-5.497,-3.922,-2.347,-0.773,0.802,2.377,3.951,5.526
2032,9,-2.990,-1.567,-0.145,1.278,2.700,4.122,5.545,6.967
2032,10,0.726,1.700,2.675,3.649,4.624,5.599,6.573,7.548
2032,11,2.590,3.964,5.338,6.712,8.086,9.460,10.834,12.209
2032,12,6.933,7.951,8.968,9.986,11.004,12.021,13.039,14.057
2033,1,9.566,10.527,11.489,12.451,13.412,14.374,15.336,16.297
2033,2,10.500,11.158,11.816,12.475,13.133,13.791,14.450,15.108
2033,3,8.763,9.436,10.109,10.782,11.455,12.128,12.801,13.474
2033,4,5.909,6.888,7.866,8.845,9.823,10.802,11.781,12.759
2033,5,-0.450,0.855,2.160,3.465,4.769,6.074,7.379,8.684
2033,6,-3.464,-2.418,-1.373,-0.327,0.719,1.764,2.810,3.856
2033,7,-6.075,-4.714,-3.353,-1.991,-0.630,0.731,2.092,3.453
2033,8,-4.267,-3.045,-1.822,-0.600,0.623,1.845,3.068,4.290
2033,9,-3.134,-1.643,-0.152,1.339,2.831,4.322,5.813,7.305
2033,10,0.801,1.876,2.952,4.027,5.103,6.178,7.254,8.329
2033,11,2.526,3.867,5.207,6.548,7.888,9.228,10.569,11.909
2033,12,7.683,8.810,9.938,11.066,12.193,13.321,14.449,15.576
2034,1,9.543,10.503,11.462,12.422,13.381,14.340,15.300,16.259
2034,2,11.079,11.773,12.468,13.163,13.857,14.552,15.246,15.941
2034,3,7.864,8.467,9.071,9.675,10.279,10.883,11.487,12.091
2034,4,4.253,4.957,5.661,6.366,7.070,7.774,8.479,9.183
2034,5,-0.316,0.602,1.520,2.438,3.356,4.274,5.192,6.110
2034,6,-3.348,-2.337,-1.327,-0.316,0.694,1.705,2.715,3.726
2034,7,-1.283,-0.996,-0.708,-0.421,-0.133,0.154,0.442,0.729
2034,8,-2.354,-1.679,-1.005,-0.331,0.343,1.018,1.692,2.366
2034,9,-2.336,-1.225,-0.113,0.998,2.110,3.221,4.332,5.444
2034,10,0.968,2.269,3.569,4.870,6.171,7.471,8.772,10.073
2034,11,2.059,3.152,4.245,5.337,6.430,7.522,8.615,9.708
2034,12,6.173,7.079,7.985,8.891,9.797,10.703,11.610,12.516
2035,1,9.867,10.859,11.851,12.843,13.835,14.827,15.819,16.811
2035,2,11.518,12.240,12.962,13.684,14.406,15.128,15.850,16.572
2035,3,7.701,8.293,8.884,9.476,10.067,10.658,11.250,11.841
2035,4,4.288,4.998,5.708,6.418,7.129,7.839,8.549,9.259
2035,5,-0.394,0.749,1.893,3.036,4.180,5.323,6.467,7.610
2035,6,-4.693,-3.276,-1.860,-0.443,0.974,2.390,3.807,5.224
2035,7,-6.414,-4.977,-3.539,-2.102,-0.665,0.772,2.209,3.646
2035,8,-5.278,-3.766,-2.254,-0.742,0.770,2.282,3.794,5.306
2035,9,-2.082,-1.091,-0.101,0.890,1.880,2.870,3.861,4.851
2035,10,0.859,2.014,3.168,4.322,5.477,6.631,7.785,8.939
2035,11,2.430,3.719,5.008,6.297,7.587,8.876,10.165,11.454
2035,12,8.411,9.645,10.880,12.114,13.349,14.583,15.818,17.052
2036,1,9.882,10.875,11.869,12.862,13.856,14.849,15.843,16.836
2036,2,12.152,12.914,13.676,14.438,15.199,15.961,16.723,17.485
2036,3,9.928,10.691,11.453,12.216,12.978,13.741,14.503,15.266
2036,4,5.788,6.747,7.705,8.664,9.623,10.581,11.540,12.498
2036,5,-0.360,0.684,1.728,2.772,3.817,4.861,5.905,6.949
2036,6,-3.675,-2.566,-1.456,-0.347,0.763,1.872,2.981,4.091
2036,7,-7.624,-5.915,-4.207,-2.499,-0.791,0.917,2.626,4.334
2036,8,-3.517,-2.510,-1.502,-0.494,0.513,1.521,2.529,3.536
2036,9,-2.508,-1.315,-0.122,1.072,2.265,3.458,4.652,5.845
2036,10,1.010,2.366,3.722,5.078,6.435,7.791,9.147,10.503
2036,11,3.453,5.285,7.118,8.950,10.782,12.615,14.447,16.279
2036,12,6.898,7.911,8.923,9.936,10.948,11.961,12.974,13.986
2037,1,9.713,10.689,11.666,12.642,13.618,14.595,15.571,16.548
2037,2,10.499,11.157,11.816,12.474,13.132,13.791,14.449,15.107
2037,3,8.572,9.230,9.888,10.547,11.205,11.863,12.521,13.180
2037,4,5.680,6.621,7.562,8.503,9.443,10.384,11.325,12.266
2037,5,-0.301,0.573,1.447,2.322,3.196,4.071,4.945,5.819
2037,6,-5.199,-3.629,-2.060,-0.491,1.079,2.648,4.217,5.786
2037,7,-7.093,-5.504,-3.915,-2.325,-0.736,0.854,2.443,4.032
2037,8,-3.909,-2.789,-1.669,-0.549,0.570,1.690,2.810,3.930
2037,9,-3.342,-1.752,-0.162,1.428,3.018,4.609,6.199,7.789
2037,10,1.097,2.571,4.045,5.519,6.992,8.466,9.940,11.414
2037,11,2.238,3.425,4.613,5.800,6.987,8.175,9.362,10.550
2037,12,5.629,6.455,7.282,8.108,8.934,9.760,10.587,11.413
2038,1,8.330,9.167,10.004,10.842,11.679,12.517,13.354,14.191
2038,2,10.757,11.432,12.106,12.781,13.455,14.130,14.804,15.479
2038,3,10.365,11.161,11.957,12.753,13.549,14.345,15.141,15.936
2038,4,4.621,5.386,6.152,6.917,7.682,8.448,9.213,9.978
2038,5,-0.385,0.732,1.850,2.968,4.085,5.203,6.320,7.438
2038,6,-4.835,-3.376,-1.916,-0.456,1.003,2.463,3.922,5.382
2038,7,-2.902,-2.252,-1.602,-0.951,-0.301,0.349,1.000,1.650
2038,8,-3.217,-2.295,-1.374,-0.452,0.469,1.391,2.312,3.234
2038,9,-2.539,-1.331,-0.123,1.085,2.293,3.501,4.710,5.918
2038,10,0.948,2.221,3.494,4.768,6.041,7.314,8.588,9.861
2038,11,2.843,4.351,5.859,7.367,8.875,10.384,11.892,13.400
2038,12,7.450,8.543,9.636,10.730,11.823,12.917,14.010,15.104
2039,1,10.112,11.129,12.145,13.162,14.179,15.195,16.212,17.228
2039,2,12.624,13.415,14.207,14.998,15.790,16.581,17.373,18.164
2039,3,10.096,10.871,11.646,12.422,13.197,13.972,14.747,15.523
2039,4,4.497,5.242,5.987,6.731,7.476,8.221,8.966,9.710
2039,5,-0.386,0.733,1.853,2.972,4.091,5.210,6.329,7.448
2039,6,-4.081,-2.849,-1.617,-0.385,0.847,2.079,3.311,4.543
2039,7,-7.079,-5.493,-3.907,-2.321,-0.734,0.852,2.438,4.024
2039,8,-5.683,-4.055,-2.427,-0.799,0.829,2.457,4.085,5.713
2039,9,-2.688,-1.409,-0.130,1.149,2.428,3.707,4.986,6.265
2039,10,0.888,2.081,3.273,4.466,5.659,6.851,8.044,9.237
2039,11,2.280,3.490,4.700,5.910,7.120,8.329,9.539,10.749
2039,12,6.024,6.908,7.793,8.677,9.561,10.445,11.329,12.214
2040,1,8.790,9.674,10.558,11.441,12.325,13.209,14.093,14.976
2040,2,9.100,9.670,10.241,10.811,11.382,11.952,12.523,13.093
2040,3,8.841,9.520,10.199,10.878,11.557,12.236,12.915,13.594
2040,4,4.429,5.163,5.896,6.630,7.363,8.097,8.830,9.564
2040,5,-0.367,0.697,1.762,2.826,3.891,4.955,6.020,7.084
2040,6,-3.668,-2.561,-1.453,-0.346,0.761,1.868,2.975,4.083
2040,7,-5.902,-4.580,-3.257,-1.935,-0.612,0.710,2.033,3.355
2040,8,-4.681,-3.340,-1.999,-0.658,0.683,2.024,3.365,4.706
2040,9,-2.494,-1.307,-0.121,1.066,2.252,3.439,4.626,5.812
2040,10,0.900,2.109,3.318,4.526,5.735,6.944,8.153,9.362
2040,11,2.126,3.255,4.383,5.511,6.639,7.768,8.896,10.024
2040,12,7.043,8.077,9.110,10.144,11.178,12.212,13.245,14.279
2041,1,10.184,11.208,12.232,13.256,14.280,15.304,16.328,17.352
2041,2,11.158,11.858,12.557,13.257,13.956,14.656,15.355,16.055
2041,3,8.536,9.191,9.847,10.502,11.158,11.813,12.469,13.124
2041,4,5.499,6.410,7.321,8.232,9.143,10.054,10.964,11.875
2041,5,-0.343,0.652,1.647,2.642,3.637,4.632,5.628,6.623
2041,6,-4.445,-3.103,-1.761,-0.420,0.922,2.264,3.606,4.947
2041,7,-5.815,-4.512,-3.209,-1.906,-0.603,0.700,2.003,3.306
2041,8,-4.124,-2.943,-1.761,-0.580,0.602,1.783,2.965,4.147
2041,9,-2.215,-1.161,-0.107,0.947,2.001,3.055,4.109,5.163
2041,10,0.734,1.720,2.705,3.691,4.677,5.663,6.649,7.634
2041,11,2.449,3.748,5.048,6.347,7.646,8.946,10.245,11.544
2041,12,7.488,8.588,9.687,10.786,11.885,12.984,14.083,15.182
2042,1,10.907,12.003,13.100,14.196,15.293,16.389,17.486,18.582
2042,2,12.528,13.314,14.100,14.885,15.671,16.456,17.242,18.027
2042,3,9.771,10.522,11.272,12.022,12.773,13.523,14.273,15.024
2042,4,5.081,5.922,6.763,7.605,8.446,9.288,10.129,10.971
2042,5,-0.402,0.763,1.928,3.093,4.258,5.422,6.587,7.752
2042,6,-3.990,-2.786,-1.581,-0.377,0.828,2.032,3.237,4.441
2042,7,-10.770,-8.357,-5.944,-3.530,-1.117,1.296,3.709,6.123
2042,8,-4.812,-3.434,-2.055,-0.676,0.702,2.081,3.460,4.838
2042,9,-2.285,-1.198,-0.111,0.976,2.063,3.150,4.237,5.324
2042,10,0.962,2.255,3.548,4.840,6.133,7.426,8.718,10.011
2042,11,2.403,3.678,4.952,6.227,7.502,8.777,10.052,11.327
2042,12,7.607,8.723,9.840,10.956,12.073,13.189,14.305,15.422
2043,1,9.404,10.349,11.294,12.240,13.185,14.131,15.076,16.021
2043,2,11.264,11.970,12.676,13.383,14.089,14.795,15.501,16.208
2043,3,8.720,9.390,10.059,10.729,11.399,12.069,12.738,13.408
2043,4,5.023,5.855,6.687,7.519,8.351,9.183,10.015,10.847
2043,5,-0.292,0.556,1.404,2.252,3.101,3.949,4.797,5.646
2043,6,-2.971,-2.074,-1.177,-0.280,0.616,1.513,2.410,3.307
2043,7,-5.479,-4.251,-3.024,-1.796,-0.568,0.659,1.887,3.115
2043,8,-3.389,-2.418,-1.447,-0.476,0.495,1.465,2.436,3.407
2043,9,-2.492,-1.306,-0.121,1.065,2.250,3.436,4.622,5.807
2043,10,0.789,1.849,2.910,3.970,5.030,6.090,7.150,8.210
2043,11,2.392,3.662,4.931,6.200,7.469,8.739,10.008,11.277
2043,12,8.183,9.385,10.586,11.787,12.988,14.189,15.390,16.591
2044,1,10.647,11.718,12.788,13.859,14.929,16.000,17.070,18.141
2044,2,10.788,11.465,12.141,12.817,13.494,14.170,14.847,15.523
2044,3,9.061,9.757,10.452,11.148,11.844,12.540,13.236,13.931
2044,4,5.526,6.441,7.357,8.272,9.187,10.102,11.017,11.933
2044,5,-0.421,0.800,2.022,3.243,4.464,5.686,6.907,8.128
2044,6,-4.520,-3.156,-1.791,-0.427,0.938,2.302,3.667,5.031
2044,7,-6.147,-4.770,-3.393,-2.015,-0.638,0.740,2.117,3.495
2044,8,-4.544,-3.243,-1.941,-0.639,0.663,1.965,3.267,4.569
2044,9,-3.137,-1.644,-0.152,1.340,2.833,4.325,5.817,7.309
2044,10,0.909,2.130,3.351,4.572,5.792,7.013,8.234,9.455
2044,11,2.221,3.399,4.577,5.756,6.934,8.112,9.291,10.469
2044,12,6.777,7.772,8.767,9.762,10.756,11.751,12.746,13.741
2045,1,9.322,10.259,11.196,12.133,13.071,14.008,14.945,15.882
2045,2,11.771,12.509,13.247,13.985,14.723,15.461,16.199,16.937
2045,3,9.603,10.341,11.078,11.816,12.553,13.291,14.028,14.766
2045,4,6.017,7.013,8.010,9.006,10.003,10.999,11.996,12.992
2045,5,-0.334,0.636,1.605,2.575,3.545,4.515,5.485,6.455
2045,6,-3.486,-2.434,-1.381,-0.329,0.723,1.775,2.828,3.880
2045,7,-3.577,-2.776,-1.974,-1.173,-0.371,0.430,1.232,2.033
2045,8,-3.079,-2.197,-1.315,-0.433,0.449,1.332,2.214,3.096
2045,9,-3.028,-1.587,-0.147,1.294,2.735,4.175,5.616,7.057
2045,10,0.928,2.175,3.422,4.669,5.916,7.163,8.410,9.657
2045,11,2.400,3.673,4.947,6.220,7.493,8.767,10.040,11.314
2045,12,6.935,7.953,8.971,9.989,11.007,12.025,13.043,14.061
2046,1,8.828,9.715,10.603,11.490,12.378,13.265,14.153,15.040
2046,2,10.085,10.717,11.350,11.982,12.614,13.246,13.879,14.511
2046,3,7.099,7.645,8.190,8.735,9.280,9.825,10.371,10.916
2046,4,5.015,5.845,6.676,7.506,8.337,9.167,9.998,10.829
2046,5,-0.365,0.693,1.750,2.808,3.866,4.923,5.981,7.038
2046,6,-2.516,-1.757,-0.997,-0.238,0.522,1.281,2.041,2.801
2046,7,-6.851,-5.316,-3.781,-2.246,-0.711,0.824,2.359,3.894
2046,8,-4.287,-3.059,-1.831,-0.603,0.625,1.853,3.081,4.309
2046,9,-1.838,-0.963,-0.089,0.785,1.660,2.534,3.408,4.282
2046,10,0.946,2.216,3.486,4.756,6.027,7.297,8.567,9.838
2046,11,2.539,3.887,5.234,6.582,7.929,9.276,10.624,11.971
2046,12,7.321,8.395,9.470,10.545,11.619,12.694,13.768,14.843
2047,1,8.875,9.767,10.659,11.551,12.444,13.336,14.228,15.120
2047,2,11.004,11.693,12.383,13.073,13.763,14.453,15.143,15.833
2047,3,8.919,9.604,10.289,10.974,11.659,12.344,13.029,13.713
2047,4,5.136,5.986,6.837,7.687,8.538,9.388,10.239,11.089
2047,5,-0.322,0.611,1.544,2.476,3.409,4.342,5.274,6.207
2047,6,-4.024,-2.809,-1.594,-0.380,0.835,2.049,3.264,4.479
2047,7,-5.005,-3.883,-2.762,-1.640,-0.519,0.602,1.724,2.845
2047,8,-2.498,-1.782,-1.067,-0.351,0.364,1.080,1.796,2.511
2047,9,-3.240,-1.699,-0.157,1.385,2.926,4.468,6.009,7.551
2047,10,0.938,2.198,3.457,4.717,5.977,7.237,8.496,9.756
2047,11,3.186,4.876,6.566,8.256,9.947,11.637,13.327,15.017
2047,12,7.378,8.460,9.543,10.626,11.709,12.792,13.875,14.958
2048,1,10.698,11.773,12.849,13.924,15.000,16.075,17.150,18.226
2048,2,10.362,11.012,11.661,12.311,12.961,13.610,14.260,14.910
2048,3,9.157,9.860,10.563,11.267,11.970,12.673,13.376,14.080
2048,4,4.801,5.596,6.391,7.186,7.981,8.776,9.571,10.366
2048,5,-0.417,0.793,2.003,3.213,4.423,5.633,6.843,8.053
2048,6,-2.515,-1.756,-0.997,-0.237,0.522,1.281,2.040,2.800
2048,7,-6.514,-5.055,-3.595,-2.135,-0.676,0.784,2.244,3.703
2048,8,-4.575,-3.264,-1.954,-0.643,0.668,1.978,3.289,4.599
2048,9,-2.326,-1.219,-0.113,0.994,2.101,3.207,4.314,5.421
2048,10,0.809,1.896,2.983,4.070,5.157,6.244,7.331,8.418
2048,11,2.456,3.759,5.062,6.365,7.668,8.971,10.274,11.577
2048,12,7.546,8.653,9.761,10.868,11.976,13.083,14.191,15.298
2049,1,9.910,10.906,11.902,12.899,13.895,14.891,15.887,16.884
2049,2,11.658,12.389,13.120,13.850,14.581,15.312,16.043,16.774
2049,3,8.820,9.498,10.175,10.852,11.530,12.207,12.885,13.562
2049,4,6.120,7.134,8.147,9.161,10.174,11.188,12.201,13.215
2049,5,-0.293,0.556,1.406,2.255,3.104,3.953,4.802,5.652
2049,6,-5.836,-4.074,-2.313,-0.551,1.211,2.972,4.734,6.496
2049,7,-5.844,-4.534,-3.225,-1.916,-0.606,0.703,2.013,3.322
2049,8,-4.363,-3.113,-1.863,-0.613,0.637,1.887,3.137,4.387
2049,9,-3.359,-1.761,-0.163,1.435,3.034,4.632,6.230,7.828
2049,10,1.199,2.810,4.421,6.031,7.642,9.253,10.863,12.474
2049,11,3.042,4.657,6.271,7.885,9.500,11.114,12.728,14.343
2049,12,7.062,8.098,9.134,10.171,11.207,12.244,13.280,14.317
2050,1,9.635,10.603,11.572,12.541,13.509,14.478,15.446,16.415
2050,2,10.777,11.453,12.129,12.804,13.480,14.156,14.832,15.507
2050,3,10.096,10.871,11.646,12.422,13.197,13.972,14.747,15.523
2050,4,5.595,6.521,7.448,8.374,9.301,10.228,11.154,12.081
2050,5,-0.300,0.570,1.440,2.310,3.181,4.051,4.921,5.791
2050,6,-4.057,-2.832,-1.608,-0.383,0.842,2.066,3.291,4.516
2050,7,-5.858,-4.545,-3.233,-1.920,-0.608,0.705,2.018,3.330
2050,8,-1.957,-1.396,-0.836,-0.275,0.286,0.846,1.407,1.968
2050,9,-3.394,-1.779,-0.164,1.450,3.065,4.679,6.294,7.909
2050,10,0.806,1.889,2.973,4.056,5.139,6.222,7.305,8.388
2050,11,2.437,3.730,5.023,6.316,7.609,8.902,10.195,11.488
2050,12,7.669,8.795,9.921,11.046,12.172,13.298,14.423,15.549
2051,1,9.392,10.336,11.280,12.225,13.169,14.113,15.057,16.002
2051,2,11.337,12.048,12.759,13.470,14.181,14.892,15.603,16.313
2051,3,8.209,8.839,9.469,10.100,10.730,11.360,11.991,12.621
2051,4,4.861,5.667,6.472,7.277,8.082,8.887,9.692,10.497
2051,5,-0.287,0.546,1.380,2.213,3.046,3.880,4.713,5.547
2051,6,-2.715,-1.896,-1.076,-0.256,0.563,1.383,2.203,3.022
2051,7,-2.962,-2.299,-1.635,-0.971,-0.307,0.356,1.020,1.684
2051,8,-5.281,-3.768,-2.255,-0.742,0.771,2.283,3.796,5.309
2051,9,-2.450,-1.285,-0.119,1.047,2.213,3.379,4.544,5.710
2051,10,0.908,2.127,3.346,4.566,5.785,7.004,8.223,9.443
2051,11,3.043,4.658,6.272,7.887,9.502,11.116,12.731,14.345
2051,12,8.307,9.526,10.745,11.965,13.184,14.403,15.622,16.841
2052,1,9.861,10.852,11.843,12.835,13.826,14.817,15.809,16.800
2052,2,11.446,12.164,12.882,13.599,14.317,15.035,15.752,16.470
2052,3,7.843,8.445,9.048,9.650,10.252,10.855,11.457,12.059
2052,4,5.135,5.986,6.836,7.687,8.537,9.388,10.238,11.089
2052,5,-0.385,0.731,1.847,2.962,4.078,5.193,6.309,7.424
2052,6,-4.333,-3.025,-1.717,-0.409,0.899,2.207,3.515,4.822
2052,7,-6.724,-5.217,-3.711,-2.204,-0.697,0.809,2.316,3.822
2052,8,-4.542,-3.241,-1.940,-0.638,0.663,1.964,3.265,4.567
2052,9,-3.056,-1.602,-0.148,1.306,2.760,4.214,5.668,7.122
2052,10,0.812,1.903,2.994,4.085,5.176,6.267,7.358,8.449
2052,11,2.231,3.415,4.599,5.783,6.967,8.151,9.335,10.519
2052,12,6.163,7.067,7.972,8.876,9.781,10.685,11.590,12.494
2053,1,9.543,10.503,11.462,12.422,13.381,14.340,15.300,16.259
2053,2,10.915,11.600,12.284,12.968,13.653,14.337,15.021,15.706
2053,3,8.937,9.623,10.309,10.996,11.682,12.368,13.054,13.741
2053,4,4.691,5.468,6.245,7.022,7.799,8.576,9.353,10.130
2053,5,-0.344,0.654,1.652,2.649,3.647,4.645,5.643,6.641
2053,6,-2.933,-2.047,-1.162,-0.277,0.608,1.494,2.379,3.264
2053,7,-3.810,-2.957,-2.103,-1.249,-0.395,0.459,1.312,2.166
2053,8,-4.605,-3.286,-1.966,-0.647,0.672,1.991,3.310,4.629
2053,9,-3.095,-1.622,-0.150,1.322,2.795,4.267,5.740,7.212
2053,10,1.016,2.381,3.746,5.111,6.476,7.841,9.206,10.571
2053,11,2.716,4.158,5.599,7.040,8.481,9.923,11.364,12.805
2053,12,7.570,8.681,9.792,10.903,12.014,13.125,14.236,15.347
2054,1,9.057,9.967,10.878,11.788,12.699,13.609,14.520,15.430
2054,2,12.499,13.282,14.066,14.850,15.633,16.417,17.201,17.984
2054,3,10.067,10.840,11.613,12.386,13.159,13.932,14.705,15.478
2054,4,6.377,7.434,8.490,9.546,10.602,11.659,12.715,13.771
2054,5,-0.516,0.980,2.477,3.973,5.469,6.965,8.462,9.958
2054,6,-5.201,-3.631,-2.061,-0.491,1.079,2.649,4.219,5.789
2054,7,-5.760,-4.469,-3.179,-1.888,-0.597,0.693,1.984,3.274
2054,8,-4.003,-2.856,-1.710,-0.563,0.584,1.731,2.878,4.025
2054,9,-3.252,-1.705,-0.158,1.389,2.936,4.484,6.031,7.578
2054,10,0.925,2.168,3.411,4.654,5.897,7.140,8.383,9.626
2054,11,2.910,4.454,5.999,7.543,9.087,10.631,12.175,13.719
2054,12,7.519,8.623,9.727,10.830,11.934,13.037,14.141,15.245
2055,1,10.694,11.769,12.844,13.919,14.994,16.069,17.145,18.220
2055,2,11.361,12.074,12.786,13.498,14.211,14.923,15.635,16.348
2055,3,10.038,10.809,11.580,12.351,13.122,13.892,14.663,15.434
2055,4,5.825,6.790,7.755,8.719,9.684,10.649,11.614,12.578
2055,5,-0.410,0.779,1.967,3.155,4.343,5.531,6.720,7.908
2055,6,-3.484,-2.432,-1.381,-0.329,0.723,1.774,2.826,3.878
2055,7,-5.273,-4.091,-2.910,-1.728,-0.547,0.635,1.816,2.997
2055,8,-4.348,-3.103,-1.857,-0.611,0.635,1.880,3.126,4.372
2055,9,-3.243,-1.700,-0.157,1.386,2.929,4.472,6.015,7.557
2055,10,0.822,1.926,3.030,4.134,5.238,6.342,7.446,8.550
2055,11,2.689,4.115,5.542,6.968,8.395,9.821,11.248,12.674
2055,12,7.289,8.358,9.428,10.498,11.568,12.637,13.707,14.777
2056,1,9.292,10.226,11.160,12.094,13.028,13.963,14.897,15.831
2056,2,12.410,13.188,13.966,14.744,15.522,16.300,17.078,17.857
2056,3,9.655,10.397,11.138,11.880,12.621,13.363,14.104,14.846
2056,4,4.849,5.652,6.455,7.258,8.061,8.864,9.667,10.470
2056,5,-0.298,0.566,1.431,2.295,3.160,4.024,4.889,5.753
2056,6,-3.217,-2.246,-1.275,-0.304,0.667,1.639,2.610,3.581
2056,7,-6.804,-5.279,-3.755,-2.230,-0.706,0.819,2.343,3.868
2056,8,-4.664,-3.328,-1.992,-0.656,0.681,2.017,3.353,4.689
2056,9,-3.160,-1.656,-0.153,1.350,2.854,4.357,5.860,7.364
2056,10,0.867,2.031,3.196,4.360,5.525,6.689,7.853,9.018
2056,11,2.633,4.031,5.428,6.825,8.222,9.619,11.017,12.414
2056,12,7.630,8.750,9.870,10.990,12.110,13.230,14.350,15.470
2057,1,10.074,11.087,12.100,13.112,14.125,15.138,16.151,17.164
2057,2,10.647,11.314,11.982,12.649,13.317,13.984,14.652,15.320
2057,3,11.174,12.032,12.890,13.748,14.606,15.464,16.322,17.180
2057,4,5.923,6.904,7.885,8.866,9.847,10.828,11.809,12.790
2057,5,-0.443,0.841,2.125,3.409,4.692,5.976,7.260,8.544
2057,6,-4.629,-3.231,-1.834,-0.437,0.960,2.357,3.755,5.152
2057,7,-3.743,-2.905,-2.066,-1.227,-0.388,0.450,1.289,2.128
2057,8,-4.858,-3.466,-2.075,-0.683,0.709,2.101,3.492,4.884
2057,9,-2.721,-1.426,-0.132,1.163,2.457,3.751,5.046,6.340
2057,10,0.933,2.187,3.441,4.695,5.948,7.202,8.456,9.710
2057,11,2.027,3.102,4.178,5.253,6.329,7.404,8.479,9.555
2057,12,7.885,9.042,10.199,11.357,12.514,13.671,14.828,15.986
2058,1,9.439,10.388,11.337,12.286,13.235,14.184,15.133,16.082
2058,2,11.789,12.528,13.267,14.006,14.745,15.485,16.224,16.963
2058,3,8.152,8.778,9.404,10.030,10.656,11.282,11.908,12.534
2058,4,5.188,6.047,6.906,7.766,8.625,9.484,10.343,11.202
2058,5,-0.224,0.425,1.074,1.723,2.372,3.021,3.670,4.319
2058,6,-4.319,-3.015,-1.711,-0.408,0.896,2.200,3.504,4.807
2058,7,-3.577,-2.775,-1.974,-1.172,-0.371,0.430,1.232,2.033
2058,8,-3.590,-2.562,-1.533,-0.505,0.524,1.552,2.581,3.609
2058,9,-2.483,-1.302,-0.120,1.061,2.242,3.423,4.605,5.786
2058,10,0.901,2.112,3.323,4.534,5.745,6.956,8.167,9.378
2058,11,2.826,4.325,5.824,7.323,8.823,10.322,11.821,13.320
