;año,mes,Armerillo,Ancoa,Desagüe_LagMaule,Maule_Baños,Maule_Colbun,Desagüe_LagInvernada,Melado_Lancha,Canal_ad_pehuenche,Canal_ev_pehuenche,Canal_Garzas,Canal_Melado_Hierros,Afluente_Lag_Maule,Afluente_Embalse_Melado,Afluente_Claro_Las_Garzas,Afluente_Lag__Invernada,Central_Isla (16),Canal_aduccion_Pehuenche,FIN
2007,2,,0,30.47,58.38,0,1.98,0,133.57,177.93,1.18,18.71,15.28,40.02,24.99,55.4,27.92,177.93,-999999
2007,3,,0,24.96,46.09,0,0.1,0,112.68,145.7,0.74,17.51,11.58,30.03,18.03,42.2,21.12,145.7,-999999
2007,4,,0,25.03,42.6,0,0.1,0,101.63,135.83,0.58,14.91,,,,,,135.83,-999999
2007,5,,0,26.07,39.7,0,0.1,0,96.85,127.32,0.06,5.02,,,,,,127.32,-999999
2007,6,,0,36.08,50.15,0,0.1,0,94.41,126.34,0.24,2.1,,,,,,126.34,-999999
2007,7,,0,24.95,43.09,0,0.1,0,81.45,155.15,0.13,0,,,,,,155.15,-999999
2007,8,,0,25.12,40.32,0,0.1,0,71.7,122.84,0.02,0,,,,,,122.84,-999999
2007,9,,0,19.99,44.73,0,0.1,0,88.88,168.2,0.14,0,,,,,,168.2,-999999
2007,10,,0,2.56,57.73,0,0.1,0,110.18,251.52,0.64,2.25,,,,,,251.52,-999999
2007,11,,0,0,72.7,0,0.1,0,131.27,278.3,1.01,12.15,,,,,,278.3,-999999
2007,12,,0,9.37,45.93,0,0.1,0,107.8,171.39,1.17,18.15,,,,,,171.39,-999999
2008,1,,0,56.01,70.96,0,0.1,0,121.29,151.52,1.68,18.74,,,,,,151.52,-999999
2008,2,,0,77.92,89.48,0,0.1,0,120,141.48,1.52,18.78,,,,,,141.48,-999999
2008,3,,0,43.57,54.56,0,0.1,0,79.84,94.15,0.77,14.89,,,,,,94.15,-999999
2008,4,,0,20.14,33.83,0,0.1,0,53.27,68.63,0.42,9.53,,,,,,68.63,-999999
2008,5,,0,12.88,76.02,0,0.1,0,59.86,197.07,0.23,2.69,,,,,,197.07,-999999
2008,6,,0,0,35.13,0,0.1,0,113.76,,0.03,0,,,,,,,-999999
2008,7,,0,0.65,27.6,0,0.1,0,103.64,,0.01,0,,,,,,,-999999
2008,8,,0,0,31.59,0,0.1,0,85.19,240.39,0.01,,,,,,,240.39,-999999
2008,9,,0,0,37.21,0,0.1,0,99.57,244.3,0.01,,,,,,,244.3,-999999
2008,10,,0,0,66.16,0,0.1,0,132.68,306.45,0.33,,,,,,,306.45,-999999
2008,11,,0,0,94.75,0,0.1,0,142.47,325.93,0.9,17.02,,,,,,325.93,-999999
2008,12,,0,0,45.6,0,0.1,0,109.86,203.92,0.81,18.32,,,,,,203.92,-999999
2009,1,,0,52.84,72.42,0,0,0,122.77,172.96,1.28,19.03,,,,,,172.96,-999999
2009,2,,0,58.21,72.82,0,0,0,122.32,156.88,1.18,19,,,,,,156.88,-999999
2009,3,,0,28.03,41.6,0,0,0,92.27,132.11,1,15.53,,,,,,132.11,-999999
2009,4,,0,0,0,0,0,0,73.55,108.05,0.54,10.57,,,,,,108.05,-999999
2009,5,,0,0,0,0,0,0,70.42,151.28,0.13,1.79,,,,,,151.28,-999999
2009,6,,0,0,0,0,0,0,54.94,165.29,0.08,0,,,,,,165.29,-999999
2009,7,,0,0,0,0,0,0,82.2,216.95,0.04,0,,,,,,216.95,-999999
2009,8,,0,0,0,0,0,0,78.65,223.54,0.04,0,,,,,,223.54,-999999
2009,9,,0,0,0,0,0,0,90.15,249.4,0.27,0,,,,,,249.4,-999999
2009,10,,0,0,0,0,0,0,,279.72,0.79,0.9,,,,,,279.72,-999999
2009,11,,0,0,0,0,0,0,,,,,,,,,,,-999999
2009,12,,0,0,0,0,0,0,,,,,,,,,,,-999999
2010,1,8.7,,,,,5.9,,110.7,202.3,1.2,18.9,,,,,,,
2010,2,12.3,,,,,0.1,,81.5,145.5,1.6,17.9,,,,,,,
2010,3,3.9,,,,,0.1,,69.1,128.5,1.4,10.2,,,,,,,
2010,4,1.1,,,,,0.1,,87.2,,1.6,,,,,,,,
2010,5,6.2,6.2,,,,0.1,,83.6,139.7,0.5,3.7,,,,,,,
2010,6,12,15.1,,,,0.1,,67.6,132.7,0.2,1.9,,,,,,,
2010,7,12.5,13.9,,,,0.1,,58.4,121.4,0,0,,,,,,,
2010,8,18.7,17.1,,,,0.1,,64.5,140.6,0.3,0,,,,,,,
2010,9,14,14,,,,0.1,,79.7,175.7,0.3,0,,,,,,,
2010,10,14.9,14.2,,,,,,108,261.4,0.8,0.6,,,,,,,
2010,11,9.4,19.4,,,,,,103.7,242.7,0.9,8.5,,,,,,,
2010,12,2.1,22.6,,,,,,83.2,146.1,0.8,17.9,,,,,,,
2011,1,2.9,20.8,,,,,,111.5,144.2,1.3,,,,,,,,
2011,2,2.8,17.6,,,,,,106,136.2,1.2,,,,,,,,
2011,3,2.8,14.6,,,,,,52.8,75.9,0.6,,,,,,,,
2011,4,3.1,16.5,,,,,,57.9,93.9,0.3,,,,,,,,
2011,5,2.2,9,,,,,,51.9,95.7,0.2,,,,,,,,
2011,6,7.6,17.3,,,,,,38,106.9,0.1,,,,,,,,
2011,7,13.6,20.4,,,,,,41.2,124.7,0,,,,,,,,
2011,8,45.4,47.6,,,,,,61.4,205.5,0,,,,,,,,
2011,9,30.3,28.2,,,,,,74.4,222.7,0.1,,,,,,,,
2011,10,22.1,19,,,,0.1,,107.7,303.4,0.6,,,,,,,,
2011,11,22.6,22.8,,,,0.1,,130.6,335.7,1,,,,,,,,
2011,12,1.5,22.8,,,,0.2,,107.9,237.2,1,,,,,,,,
2012,1,0.9,19.8,,,,0.1,,82.8,130.8,0.8,,,,,,,,
2012,2,0.8,18.6,,,,0.1,,102.9,138.3,0.9,,,,,,,,
2012,3,0.7,14.8,,,,0.1,,79.8,116,0.8,,,,,,,,
2012,4,0.8,10.9,,,,0.1,,55,85.7,0.7,10.1,,,,,,,
2012,5,34,22.5,,,,0.1,,48.3,115.7,0.3,4.1,,,,,,,
2012,6,20,35.4,,,,0.1,,62.8,222.8,0,0.6,,,,,,,
2012,7,,20.3,,,,0.1,,60.8,181.9,0.1,0,,,,,,,
2012,8,9.7,14,,,,0.1,,45.6,140.4,0,0,,,,,,,
2012,9,2.3,10.7,,,,0.1,,54.2,166.1,0.1,0,,,,,,,
2012,10,7.9,18.9,,,,0.1,,62.3,191.4,0.4,7.2,,,,,,,
2012,11,3.1,19.8,,,,0.1,,,169,0.3,16.1,,,,,,,
2012,12,12.7,20.3,,,,0.1,,69.9,148.6,0.4,11.4,,,,,,,
2013,1,1.8,21.5,,,,0.1,,76.2,115.7,0.7,19,,,,,,,
2013,2,0.9,20.9,,,,0.1,,66.9,91.7,,16.8,,,,,,,
2013,3,0.6,14.5,,,,0.1,,,63.5,,10.9,,,,,,,
2013,4,0.5,9.5,,,,0.1,,,61.1,0.4,9,,,,,,,
2013,5,5.9,9,,,,0.1,,57.1,70.4,0.1,4.8,,,,,,,
2013,6,11.2,11.3,,,,0.1,,43.8,78.6,0.1,,,,,,,,
2013,7,37,27.4,,,,0.1,,57.6,145.4,0.1,,,,,,,,
2013,8,20.4,10.9,,,,0.1,,55.9,118.8,0.3,,,,,,,,
2013,9,27.5,15.3,,,,0.1,,74.4,193.4,0.3,,,,,,,,
2013,10,4.4,16.1,,,,0.1,,95.3,228.6,0.6,3.2,,,,,,,
2013,11,1.9,19.2,,,,0.1,,103.4,229.1,0.5,13.9,,,,,,,
2013,12,1.2,23.6,,,,0.1,,78.9,131.9,0.6,18.4,,,,,,,
2014,1,0.9,24.9,,,,0.1,,85.3,105.7,0.6,10.9,,,,,,,
2014,2,0.9,25.3,,,,0.1,,73,75.7,0.9,,,,,,,,
2014,3,1.1,11.3,,,,0.1,,71.9,71.2,0.8,,,,,,,,
2014,4,1,9.7,,,,0.1,,64.5,65.4,0.3,,,,,,,,
2014,5,5.8,6.2,,,,0.1,,53.8,81.4,0.2,,,,,,,,
2014,6,16.8,15.3,,,,0.1,,52.1,111.9,0.2,,,,,,,,
2014,7,23,11.9,,,,0.1,,65.4,123.6,0,,,,,,,,
2014,8,,32.8,,,,0.1,,86.4,226.6,0,,,,,,,,
2014,9,51.2,22.9,,,,0.1,,88.2,217.3,0,,,,,,,,
2014,10,53.7,14,,,,,,99,279.8,0,,,,,,,,
2014,11,24.6,19.3,,,,,,119.6,288.5,0,,,,,,,,
2014,12,2.8,22.4,,,,,,89.2,183.2,0,,,,,,,,
2015,1,1.1,26.8,,,,,,,117.5,,18.4,,,,,,,
2015,2,1.1,27.1,,,,,,,95.1,0,16.1,,,,,,,
2015,3,1.1,15,,,,,,,85.1,1.1,12.1,,,,,,,
2015,4,1.1,9.1,,,,,,,84.2,0.9,12.1,,,,,,,
2015,5,4,,,,,,,,67.9,0.3,3.4,,,,,,,
2015,6,6.8,,,,,,,,74.3,,0,,,,,,,
2015,7,,15.8,,,,0.2,,52.8,124.3,0.3,0,,,,,,,
2015,8,,34.1,,,,0.3,,78.1,205.5,0.2,0,,,,,,,
2015,9,,21.7,,,,,,76.1,205.1,0.1,0,,,,,,,
2015,10,,20,,,,0.1,,89.2,228.6,0.1,0,,,,,,,
2015,11,,15.6,,,,0.3,,127.9,300.4,0.6,5.3,,,,,,,
2015,12,,19.4,,,,8,,137,237.8,0.9,15.5,,,,,,,
2016,1,,24,,,,0.2,,95.1,123.6,,18.7,,,,,,,
2016,2,,26.9,,,,0.1,,65.3,,,17.7,,,,,,,
2016,3,,22.3,,,,0.1,,62.8,,,13.6,,,,,,,
2016,4,,15.1,,,,0.1,,73.4,,,7.9,,,,,,,
2016,5,4.2,5.1,,,,0.1,,67.8,,,0.3,,,,,,,
2016,6,5.3,3.8,,,,0.1,,63.2,,,0,,,,,,,
2016,7,33.7,7.9,,,,,,77.5,,,0,,,,,,,
2016,8,22.6,8.4,,,,,,59.7,,,,,,,,,,
2016,9,3,,,,,0.1,,66,121.4,,4.1,,,,,,,
2016,10,4.6,,,,,0.1,,76.8,140.5,,10.4,,,,,,,
2016,11,1.8,22.7,,,,0.1,,88.9,125.5,,16.9,,,,,,,
2016,12,0.8,23.4,,,,0.1,,85.1,91.4,,17.4,,,,,,,
2017,1,1.5,27.9,,,,0.1,,83.4,81.6,,17.6,,,,,,,
2017,2,1.1,25.7,,,,0.1,,,76.7,,12.3,,,,,,,
2017,3,,17.1,,,,0.1,,,51.8,,8.6,,,,,,,
2017,4,,10.9,,,,0.1,,37.1,42.3,,8.5,,,,,,,
2017,5,,6.5,,,,0.1,,42.7,62.6,,1.6,,,,,,,
2017,6,39.9,16.7,,,,0.2,,54.3,120.1,,0,,,,,,,
2017,7,10.1,9.6,,,,0.1,,51.8,109.8,,0,,,,,,,
2017,8,17.4,11.1,,,,0.1,,54.3,109.1,,,,,,,,,
2017,9,7.6,13.6,,,,0.1,,58.5,135.4,,0,,,,,,,
2017,10,19.5,24,,,,0.1,,88.5,243.3,,0,,,,,,,
2017,11,54.6,18.8,,,,0.5,,103.4,290.3,,3.2,,,,,,,
2017,12,3.3,18.1,,,,,,94.2,207.6,,11,,,,,,,
2018,1,1.9,26.2,,,,,,68.6,90.5,,18.6,,,,,,,
2018,2,1.1,30,,,,,,83.9,98,,15.3,,,,,,,
2018,3,2.7,22.2,,,,0.1,,78.5,80.3,,13.8,,,,,,,
2018,4,4.1,12.8,,,,0.1,,61,76.1,,10.4,,,,,,,
2018,5,3.6,4.6,,,,0.1,,61.7,85.5,,2.5,,,,,,,
2018,6,5.8,9.1,,,,0.1,,62.6,129.4,,0.3,,,,,,,
2018,7,23.7,10.1,,,,,,63.3,149.8,,0,,,,,,,
2018,8,19.9,6.3,,,,,,55.1,100.8,,0,,,,,,,
2018,9,32.2,19.1,,,,0.2,,72.7,184.4,,0,,,,,,,
2018,10,52,25.6,,,,0.2,,96.2,247.2,,7.1,,,,,,,
2018,11,33.3,21.7,,,,1,,119.8,303.4,,11,,,,,,,
2018,12,2.7,20.5,,,,,,92.2,181.2,,16.7,,,,,,,
2019,1,1.4,29,,,,,,72.7,99.1,,17.8,,,,,,,
2019,2,1.5,29.3,,,,,,71.6,75.3,,17.7,,,,,,,
2019,3,1.3,20.1,,,,,,59.1,68.6,,11,,,,,,,
