Recorder,diasdelmes_recorder,Generacion_Cipreses,Generacion_CentralIsla,Generacion_CentralCurrilinque,Generacion_CentralLomaAlta,Generacion_CentralPehuenche,Generacion_CentralChiburgo,Generacion_CentralColbun,Generacion_CentralMachicura,Generacion_CentralSanIgnacio,Deficit_Melado,Deficit_ParticularesRiberaSur,Deficit_ParticularesRiberaNorte,Deficit_CooperativaDeRiego,Deficit_AsociacionCanalMaule,Deficit_AsociacionMauleSur,Deficit_SORPAM,Deficit_GarzasySuizas,Caudal_Remanente_mensual,segundosdelmes_recorder
1990-03,0.032258,1326.8048657892161,1300.618601347077,1690.2222710681106,706.8637320399408,5299.520562280112,369.499536,3613.9657569610927,745.8595869398647,228.67691160683617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3814.354270741598,4214296.495411191,1.574074074074074e-05
1990-04,0.033333,983.8807300030655,724.6219208736003,941.6842935324718,417.74937527858424,4422.459007121222,282.3187597631999,10655.990856,2200.87813241698,850.4752032000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3274.9086925543997,22166196.017475,1.574074074074074e-05
1990-05,0.032258,985.194040839638,1001.6378435698164,1301.6810531487674,565.5543067796497,5070.1525450006175,141.1593798816,551.0218508434598,120.79384036488001,4.948538192640001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,0.0,1.574074074074074e-05
1990-06,0.033333,887.2125263881208,685.2534157195961,890.5228507228431,404.75579611645924,4001.7716731973437,141.15937988159996,10407.73072889013,2201.1706011818983,850.4752032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1637.4543462771999,23179771.752,1.574074074074074e-05
1990-07,0.032258,787.8956204320876,847.1910290127762,1100.9692953825308,495.299382915233,4322.550965592056,141.15937988159996,537.1499362462345,120.79384036488001,4.948538192640001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,0.0,1.574074074074074e-05
1990-08,0.032258,672.0601878404333,529.9564340336145,688.7062560628558,344.04091493198933,3708.1783626178217,141.1593798816,10171.267322225689,2201.018379922531,850.4752032000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,23178098.89095,1.574074074074074e-05
1990-09,0.033333,633.5825590698669,727.9409903688155,945.9975988890345,490.827887115118,4836.890880765389,211.73906982239993,769.6496148461474,181.19076054732,7.42280728896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2456.1815194158007,0.0,1.574074074074074e-05
1990-10,0.032258,680.9576199483441,562.6401529791059,731.1804676463165,384.2710847373321,4803.829763188225,369.499536,9157.86305240377,2035.5728081576274,850.4752032000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4450.079982531875,17724074.082784314,1.574074074074074e-05
1990-11,0.033333,1800.4778204225984,1484.9085095762914,1929.716698488647,817.34220288,9541.131221390926,369.499536,2204.330146392689,543.5722816419601,22.26842186688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7368.544558247406,0.0,1.574074074074074e-05
1990-12,0.032258,1802.9654413023682,1534.0462277161362,1993.5737473294157,817.34220288,6659.798996210541,369.499536,2648.010923295061,603.9692018244003,24.742690963200005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6357.257117902671,0.0,1.574074074074074e-05
