Recorder,diasdelmes_recorder,Generacion_Cipreses,Generacion_CentralIsla,Generacion_CentralCurrilinque,Generacion_CentralLomaAlta,Generacion_CentralPehuenche,Generacion_CentralChiburgo,Generacion_CentralColbun,Generacion_CentralMachicura,Generacion_CentralSanIgnacio,Deficit_Melado,Deficit_ParticularesRiberaSur,Deficit_ParticularesRiberaNorte,Deficit_CooperativaDeRiego,Deficit_AsociacionCanalMaule,Deficit_AsociacionMauleSur,Deficit_SORPAM,Deficit_GarzasySuizas,Caudal_Remanente_mensual,segundosdelmes_recorder
1981-11,0.033333,1805.016975615268,1485.8571312,1930.9494821760002,817.34220288,11148.70814949561,369.499536,8276.677447841605,1709.0852103923066,672.1703679125924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7368.5445582473985,12808599.730894322,1.574074074074074e-05
1981-12,0.032258,1879.5988006591167,1513.2692903256,1966.573024545888,817.34220288,8584.442821025963,369.499536,5143.173907620837,1061.5626746784178,279.90149801693417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6357.257117902671,5028800.186319023,1.574074074074074e-05
1982-01,0.032258,1942.7061861139714,1533.689539176384,1993.1102118140086,817.34220288,6435.753458079337,369.499536,2986.743828642704,615.9788654561031,31.43940240506012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6357.257117902671,131982.2119228631,1.574074074074074e-05
1982-02,0.035714,1976.4315894049619,1600.1538335999999,2079.484057728,817.34220288,5677.3925410220145,369.499536,2635.737287439807,543.5722816419599,22.26842186688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11016.487177069204,-1.280568540096283e-09,1.574074074074074e-05
1982-03,0.032258,1924.4471176544116,1522.7296283832477,1978.8672313643272,817.34220288,4759.687387515098,369.499536,2894.8318800943894,597.2991651246156,145.8380988734398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3814.354270741598,2581666.8334437637,1.574074074074074e-05
1982-04,0.033333,1479.7257789036998,924.7566827295278,1201.7699415106306,508.4153445903962,3858.911122616505,282.3187597632,10655.990855999997,2200.8781324169795,850.4752031999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3274.9086925543997,22166196.017474994,1.574074074074074e-05
1982-05,0.032258,1631.684594128098,1416.773978644566,1841.1722923958039,817.34220288,8467.2363696953,141.15937988160002,1059.9052366803612,234.0365629423547,68.09384011350797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,1244499.8851164842,1.574074074074074e-05
1982-06,0.033333,1374.2981346996987,1014.5436261372225,1318.452796301141,712.8237882044633,9708.071302092567,141.15937988160002,10655.990855999995,2201.1706011818974,850.4752031999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1637.4543462771999,24377113.344683222,1.574074074074074e-05
1982-07,0.032258,1805.4076428027822,1485.8571312,1930.9494821760002,817.34220288,11878.626624916616,141.1593798816,10655.990856,2201.1206018354756,850.4752032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,41125424.51081027,1.574074074074074e-05
1982-08,0.032258,1874.127360159969,1421.394362529912,1847.1767242375504,817.34220288,12385.390940462003,141.1593798816,10655.990856,2201.0183799225306,850.4752032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,32443227.162806,1.574074074074074e-05
